philosophers,left_rate,replication,variant,deadlock,stop_time,events,meals,fairness
4,3.0,2,Классическая,true,0.349277287964214,4,0,0.0
4,3.0,2,С арбитром,false,49.359343365690954,99,32,0.9922480620155039
4,3.0,3,Классическая,true,0.5318421468510803,4,0,0.0
4,3.0,3,С арбитром,false,49.81832112668434,73,23,0.8643790849673203
4,3.0,4,Классическая,true,2.960552650462366,7,1,0.25
4,3.0,4,С арбитром,false,49.56480720981347,87,28,0.8909090909090909
4,3.0,5,Классическая,true,1.991542928128726,7,1,0.25
4,3.0,5,С арбитром,false,49.68090814992759,102,33,0.8926229508196721
4,3.0,6,Классическая,true,0.43233647260193736,4,0,0.0
4,3.0,6,С арбитром,false,49.89780703458565,82,26,0.949438202247191
4,3.0,7,Классическая,true,1.0085629634147795,7,1,0.25
4,3.0,7,С арбитром,false,49.03726063010007,93,30,0.7305194805194806
4,3.0,8,Классическая,true,0.31703441599334126,4,0,0.0
4,3.0,8,С арбитром,false,48.785935135098086,93,30,0.8395522388059702
4,3.0,9,Классическая,true,0.47900402617203225,4,0,0.0
4,3.0,9,С арбитром,false,49.62128396337859,99,32,0.9343065693430657
4,3.0,10,Классическая,true,0.5714105789785882,4,0,0.0
4,3.0,10,С арбитром,false,49.93074780835609,100,32,0.9481481481481482
4,3.0,11,Классическая,true,0.6275200407252566,4,0,0.0
4,3.0,11,С арбитром,false,49.273576261878965,94,30,0.8858267716535433
4,3.0,12,Классическая,true,0.6932174162811348,4,0,0.0
4,3.0,12,С арбитром,false,49.67450877056909,127,41,0.9705542725173211
4,3.0,13,Классическая,true,3.63187963000325,13,3,0.45
4,3.0,13,С арбитром,false,48.64597354111586,78,25,0.9245562130177515
4,3.0,14,Классическая,true,2.561935953947743,7,1,0.25
4,3.0,14,С арбитром,false,49.5728717238774,89,29,0.8724066390041494
4,3.0,15,Классическая,true,0.831544215916924,4,0,0.0
4,3.0,15,С арбитром,false,49.03841942777682,75,24,0.96
4,3.0,16,Классическая,true,2.5944093004120594,10,2,0.5
4,3.0,16,С арбитром,false,48.622096970451295,93,30,0.9615384615384616
4,3.0,17,Классическая,true,0.5489526565589775,4,0,0.0
4,3.0,17,С арбитром,false,48.18785623446839,72,23,0.9514388489208633
4,3.0,18,Классическая,true,0.8952373145823463,4,0,0.0
4,3.0,18,С арбитром,false,49.68325958870951,93,30,0.9782608695652174
4,3.0,19,Классическая,true,1.7895948467143215,7,1,0.25
4,3.0,19,С арбитром,false,49.661862749996345,101,33,0.9688612099644128
4,3.0,20,Классическая,true,0.3724817334308327,4,0,0.0
4,3.0,20,С арбитром,false,49.061525146164236,97,31,0.9571713147410359
5,1.0,1,Классическая,true,7.514987933455741,32,9,0.9529411764705882
5,1.0,1,С арбитром,false,49.14516942884279,97,31,0.9109004739336493
5,1.0,2,Классическая,true,7.136770296411015,20,5,0.45454545454545453
5,1.0,2,С арбитром,false,49.33994560949399,88,28,0.944578313253012
5,1.0,3,Классическая,true,10.640218315940219,26,7,0.5764705882352941
5,1.0,3,С арбитром,false,49.999273506646155,91,29,0.83681592039801
5,1.0,4,Классическая,true,7.995186257585013,23,6,0.9
5,1.0,4,С арбитром,false,49.774117309225936,83,26,0.9657142857142857
5,1.0,5,Классическая,true,5.594775329956791,17,4,0.8
5,1.0,5,С арбитром,false,49.56622094400407,74,23,0.9887850467289719
5,1.0,6,Классическая,true,1.6309333809590105,5,0,0.0
5,1.0,6,С арбитром,false,49.209005249705875,82,26,0.9013333333333333
5,1.0,7,Классическая,true,7.640000503090335,38,11,0.8962962962962963
5,1.0,7,С арбитром,false,48.20213872360481,119,38,0.9691275167785235
5,1.0,8,Классическая,true,2.6102358456154624,8,1,0.2
5,1.0,8,С арбитром,false,49.67763317759368,133,43,0.9809018567639257
5,1.0,9,Классическая,true,11.59210146865755,20,5,0.7142857142857143
5,1.0,9,С арбитром,false,49.53462561469286,101,32,0.9660377358490566
5,1.0,10,Классическая,true,3.0904468242153844,14,3,0.6
5,1.0,10,С арбитром,false,46.511210034689725,97,31,0.9562189054726368
5,1.0,11,Классическая,true,2.7653581033803523,14,3,0.6
5,1.0,11,С арбитром,false,49.65086475055853,97,31,0.9467980295566503
5,1.0,12,Классическая,true,2.2505375402140153,8,1,0.2
5,1.0,12,С арбитром,false,49.30757517384753,92,29,0.9191256830601093
5,1.0,13,Классическая,true,10.931666773102945,29,8,0.7111111111111111
5,1.0,13,С арбитром,false,49.55082365949977,86,27,0.9169811320754717
5,1.0,14,Классическая,true,5.274750262546652,11,2,0.4
5,1.0,14,С арбитром,false,48.883256250005324,104,33,0.9766816143497757
5,1.0,15,Классическая,true,23.251552285097997,59,18,0.7902439024390244
5,1.0,15,С арбитром,false,49.84483668410321,73,23,0.92
5,1.0,16,Классическая,true,5.021962762116896,14,3,0.36
5,1.0,16,С арбитром,false,49.42595023692594,100,32,0.8827586206896552
5,1.0,17,Классическая,true,3.974037359569138,14,3,0.6
5,1.0,17,С арбитром,false,49.0213439855951,97,31,0.8776255707762557
5,1.0,18,Классическая,true,8.117382415904732,26,7,0.6533333333333333
5,1.0,18,С арбитром,false,49.77871154161387,80,25,0.9398496240601504
5,1.0,19,Классическая,true,1.952501376147737,8,1,0.2
5,1.0,19,С арбитром,false,49.660817797136914,96,31,0.9285024154589372
5,1.0,20,Классическая,true,4.93420739003148,14,3,0.36
5,1.0,20,С арбитром,false,49.80006674301395,97,31,0.9285024154589372
5,1.5,1,Классическая,true,5.819935385429025,17,4,0.8
5,1.5,1,С арбитром,false,49.93277289931479,84,27,0.9655629139072848
5,1.5,2,Классическая,true,2.1467664023868798,8,1,0.2
5,1.5,2,С арбитром,false,49.76970300022746,103,33,0.934763948497854
5,1.5,3,Классическая,true,2.32487819327127,8,1,0.2
5,1.5,3,С арбитром,false,48.43219043450054,83,26,0.8556962025316456
5,1.5,4,Классическая,true,1.0792237470026436,8,1,0.2
5,1.5,4,С арбитром,false,49.931118157743455,91,29,0.9836257309941521
