runs,mean_time,se,ci_low,ci_high,theory_time,utilization,theory_utilization,mean_queue,theory_queue
5,16664.247588264083,7489.259406239065,0.0,37457.765208273064,12339.999999998923,0.10064594151901067,0.09967585089140786,0.011218563998289776,0.010534846029173187
