run,time,event,machine,healthy,working,spares,broken,busy,queue
2,11254.953163350878,failure,4,12,10,2,1,0,1
2,11254.953163350878,repair_start,4,12,10,2,1,1,0
2,11258.953588018667,repair_complete,4,13,10,3,0,0,0
2,11262.90473598056,failure,5,12,10,2,1,0,1
2,11262.90473598056,repair_start,5,12,10,2,1,1,0
2,11263.653848598027,repair_complete,5,13,10,3,0,0,0
2,11276.105044900776,failure,10,12,10,2,1,0,1
2,11276.105044900776,repair_start,10,12,10,2,1,1,0
2,11277.975941223016,repair_complete,10,13,10,3,0,0,0
2,11286.379777118585,failure,5,12,10,2,1,0,1
2,11286.379777118585,repair_start,5,12,10,2,1,1,0
2,11287.551365394625,repair_complete,5,13,10,3,0,0,0
2,11310.995083754951,failure,2,12,10,2,1,0,1
2,11310.995083754951,repair_start,2,12,10,2,1,1,0
2,11311.373107650743,failure,10,11,10,1,2,1,1
2,11311.633198332469,repair_complete,2,12,10,2,1,0,1
2,11311.633198332469,repair_start,10,12,10,2,1,1,0
2,11312.213432768589,failure,5,11,10,1,2,1,1
2,11312.239116965764,repair_complete,10,12,10,2,1,0,1
2,11312.239116965764,repair_start,5,12,10,2,1,1,0
2,11312.852932949278,repair_complete,5,13,10,3,0,0,0
2,11314.395056589958,failure,3,12,10,2,1,0,1
2,11314.395056589958,repair_start,3,12,10,2,1,1,0
2,11317.511040432777,repair_complete,3,13,10,3,0,0,0
2,11335.993211203255,failure,11,12,10,2,1,0,1
2,11335.993211203255,repair_start,11,12,10,2,1,1,0
2,11337.9374794414,repair_complete,11,13,10,3,0,0,0
2,11342.8281227339,failure,12,12,10,2,1,0,1
2,11342.8281227339,repair_start,12,12,10,2,1,1,0
2,11343.663178004423,repair_complete,12,13,10,3,0,0,0
2,11348.88493264069,failure,4,12,10,2,1,0,1
2,11348.88493264069,repair_start,4,12,10,2,1,1,0
2,11349.21031366619,repair_complete,4,13,10,3,0,0,0
2,11358.858857031728,failure,1,12,10,2,1,0,1
2,11358.858857031728,repair_start,1,12,10,2,1,1,0
2,11359.362304530458,repair_complete,1,13,10,3,0,0,0
2,11362.55585011055,failure,5,12,10,2,1,0,1
2,11362.55585011055,repair_start,5,12,10,2,1,1,0
2,11362.841023696543,repair_complete,5,13,10,3,0,0,0
2,11364.133160035915,failure,13,12,10,2,1,0,1
2,11364.133160035915,repair_start,13,12,10,2,1,1,0
2,11364.158762040453,repair_complete,13,13,10,3,0,0,0
2,11378.457567024521,failure,11,12,10,2,1,0,1
2,11378.457567024521,repair_start,11,12,10,2,1,1,0
2,11378.78116280095,repair_complete,11,13,10,3,0,0,0
2,11379.219766285443,failure,1,12,10,2,1,0,1
2,11379.219766285443,repair_start,1,12,10,2,1,1,0
2,11380.083216144338,repair_complete,1,13,10,3,0,0,0
2,11397.701298119306,failure,9,12,10,2,1,0,1
2,11397.701298119306,repair_start,9,12,10,2,1,1,0
2,11397.767367254615,repair_complete,9,13,10,3,0,0,0
2,11406.06159747175,failure,7,12,10,2,1,0,1
2,11406.06159747175,repair_start,7,12,10,2,1,1,0
2,11406.265200576809,repair_complete,7,13,10,3,0,0,0
2,11423.140203512097,failure,3,12,10,2,1,0,1
2,11423.140203512097,repair_start,3,12,10,2,1,1,0
2,11423.720911279192,failure,1,11,10,1,2,1,1
2,11424.693486712196,repair_complete,3,12,10,2,1,0,1
2,11424.693486712196,repair_start,1,12,10,2,1,1,0
2,11424.993645153807,repair_complete,1,13,10,3,0,0,0
2,11444.098888303988,failure,5,12,10,2,1,0,1
2,11444.098888303988,repair_start,5,12,10,2,1,1,0
2,11449.115479847564,repair_complete,5,13,10,3,0,0,0
2,11449.136976282454,failure,13,12,10,2,1,0,1
2,11449.136976282454,repair_start,13,12,10,2,1,1,0
2,11449.851080220675,repair_complete,13,13,10,3,0,0,0
2,11451.177222323271,failure,7,12,10,2,1,0,1
2,11451.177222323271,repair_start,7,12,10,2,1,1,0
2,11454.230850547858,repair_complete,7,13,10,3,0,0,0
2,11457.073026000066,failure,4,12,10,2,1,0,1
2,11457.073026000066,repair_start,4,12,10,2,1,1,0
2,11457.090196991217,failure,11,11,10,1,2,1,1
2,11460.539067877218,repair_complete,4,12,10,2,1,0,1
2,11460.539067877218,repair_start,11,12,10,2,1,1,0
2,11461.633147639146,repair_complete,11,13,10,3,0,0,0
2,11483.838143855135,failure,10,12,10,2,1,0,1
2,11483.838143855135,repair_start,10,12,10,2,1,1,0
2,11485.166609465603,repair_complete,10,13,10,3,0,0,0
2,11501.594653665064,failure,1,12,10,2,1,0,1
2,11501.594653665064,repair_start,1,12,10,2,1,1,0
2,11502.328041494886,repair_complete,1,13,10,3,0,0,0
2,11502.925531568779,failure,3,12,10,2,1,0,1
2,11502.925531568779,repair_start,3,12,10,2,1,1,0
2,11503.168458381004,repair_complete,3,13,10,3,0,0,0
2,11525.305421833662,failure,5,12,10,2,1,0,1
2,11525.305421833662,repair_start,5,12,10,2,1,1,0
2,11526.070336342984,repair_complete,5,13,10,3,0,0,0
2,11539.564065910321,failure,12,12,10,2,1,0,1
2,11539.564065910321,repair_start,12,12,10,2,1,1,0
2,11540.048687604776,repair_complete,12,13,10,3,0,0,0
2,11546.214235785566,failure,7,12,10,2,1,0,1
2,11546.214235785566,repair_start,7,12,10,2,1,1,0
2,11548.207375783908,repair_complete,7,13,10,3,0,0,0
2,11549.52968387505,failure,10,12,10,2,1,0,1
2,11549.52968387505,repair_start,10,12,10,2,1,1,0
2,11550.861749694646,repair_complete,10,13,10,3,0,0,0
2,11554.598576735576,failure,6,12,10,2,1,0,1
2,11554.598576735576,repair_start,6,12,10,2,1,1,0
2,11555.522987780183,repair_complete,6,13,10,3,0,0,0
2,11562.011540907728,failure,10,12,10,2,1,0,1
2,11562.011540907728,repair_start,10,12,10,2,1,1,0
2,11562.20590998962,repair_complete,10,13,10,3,0,0,0
2,11566.048606296461,failure,12,12,10,2,1,0,1
2,11566.048606296461,repair_start,12,12,10,2,1,1,0
2,11566.31321536172,repair_complete,12,13,10,3,0,0,0
2,11574.145688472943,failure,6,12,10,2,1,0,1
2,11574.145688472943,repair_start,6,12,10,2,1,1,0
2,11574.207141092316,repair_complete,6,13,10,3,0,0,0
2,11588.804887396247,failure,9,12,10,2,1,0,1
2,11588.804887396247,repair_start,9,12,10,2,1,1,0
2,11588.87306398874,repair_complete,9,13,10,3,0,0,0
2,11593.080450657775,failure,3,12,10,2,1,0,1
2,11593.080450657775,repair_start,3,12,10,2,1,1,0
2,11593.57316769821,repair_complete,3,13,10,3,0,0,0
2,11602.984924899492,failure,12,12,10,2,1,0,1
2,11602.984924899492,repair_start,12,12,10,2,1,1,0
2,11603.4121351361,repair_complete,12,13,10,3,0,0,0
2,11612.695246550136,failure,1,12,10,2,1,0,1
2,11612.695246550136,repair_start,1,12,10,2,1,1,0
2,11613.116015593714,repair_complete,1,13,10,3,0,0,0
2,11614.652992847261,failure,6,12,10,2,1,0,1
2,11614.652992847261,repair_start,6,12,10,2,1,1,0
2,11614.889983247987,repair_complete,6,13,10,3,0,0,0
2,11617.586701431213,failure,13,12,10,2,1,0,1
2,11617.586701431213,repair_start,13,12,10,2,1,1,0
2,11617.85260899285,repair_complete,13,13,10,3,0,0,0
2,11634.374985730787,failure,9,12,10,2,1,0,1
2,11634.374985730787,repair_start,9,12,10,2,1,1,0
2,11634.587049351423,repair_complete,9,13,10,3,0,0,0
2,11641.832226089087,failure,1,12,10,2,1,0,1
2,11641.832226089087,repair_start,1,12,10,2,1,1,0
2,11645.168399423903,repair_complete,1,13,10,3,0,0,0
2,11648.300946924452,failure,4,12,10,2,1,0,1
2,11648.300946924452,repair_start,4,12,10,2,1,1,0
2,11648.515272745453,repair_complete,4,13,10,3,0,0,0
2,11663.757211908951,failure,6,12,10,2,1,0,1
2,11663.757211908951,repair_start,6,12,10,2,1,1,0
2,11664.10348795306,repair_complete,6,13,10,3,0,0,0
2,11678.586470248294,failure,9,12,10,2,1,0,1
2,11678.586470248294,repair_start,9,12,10,2,1,1,0
2,11679.195251475963,repair_complete,9,13,10,3,0,0,0
2,11682.468277473545,failure,13,12,10,2,1,0,1
2,11682.468277473545,repair_start,13,12,10,2,1,1,0
2,11682.477228367903,repair_complete,13,13,10,3,0,0,0
2,11688.313877021528,failure,12,12,10,2,1,0,1
2,11688.313877021528,repair_start,12,12,10,2,1,1,0
2,11690.265967321675,repair_complete,12,13,10,3,0,0,0
2,11701.960949933626,failure,11,12,10,2,1,0,1
2,11701.960949933626,repair_start,11,12,10,2,1,1,0
2,11702.008614872946,repair_complete,11,13,10,3,0,0,0
2,11733.17674591741,failure,6,12,10,2,1,0,1
2,11733.17674591741,repair_start,6,12,10,2,1,1,0
2,11733.516573779674,repair_complete,6,13,10,3,0,0,0
2,11737.947814250061,failure,1,12,10,2,1,0,1
2,11737.947814250061,repair_start,1,12,10,2,1,1,0
2,11739.117765417706,repair_complete,1,13,10,3,0,0,0
2,11745.564531339418,failure,2,12,10,2,1,0,1
2,11745.564531339418,repair_start,2,12,10,2,1,1,0
2,11747.586444209097,repair_complete,2,13,10,3,0,0,0
2,11749.292385563778,failure,1,12,10,2,1,0,1
2,11749.292385563778,repair_start,1,12,10,2,1,1,0
2,11749.665444245384,repair_complete,1,13,10,3,0,0,0
2,11757.04504032173,failure,6,12,10,2,1,0,1
2,11757.04504032173,repair_start,6,12,10,2,1,1,0
2,11757.280258305589,repair_complete,6,13,10,3,0,0,0
2,11769.392790772807,failure,12,12,10,2,1,0,1
2,11769.392790772807,repair_start,12,12,10,2,1,1,0
2,11769.817636669659,repair_complete,12,13,10,3,0,0,0
2,11771.547800110982,failure,1,12,10,2,1,0,1
2,11771.547800110982,repair_start,1,12,10,2,1,1,0
2,11771.740509280602,repair_complete,1,13,10,3,0,0,0
2,11787.159304838537,failure,11,12,10,2,1,0,1
2,11787.159304838537,repair_start,11,12,10,2,1,1,0
2,11787.643092571705,repair_complete,11,13,10,3,0,0,0
2,11797.806458918887,failure,12,12,10,2,1,0,1
2,11797.806458918887,repair_start,12,12,10,2,1,1,0
2,11798.047893097102,repair_complete,12,13,10,3,0,0,0
2,11805.374700073244,failure,9,12,10,2,1,0,1
2,11805.374700073244,repair_start,9,12,10,2,1,1,0
2,11805.571921220155,failure,2,11,10,1,2,1,1
2,11806.993093281808,repair_complete,9,12,10,2,1,0,1
2,11806.993093281808,repair_start,2,12,10,2,1,1,0
2,11807.574193610773,repair_complete,2,13,10,3,0,0,0
2,11822.396923365573,failure,12,12,10,2,1,0,1
2,11822.396923365573,repair_start,12,12,10,2,1,1,0
2,11822.729983837158,repair_complete,12,13,10,3,0,0,0
2,11822.764479056152,failure,3,12,10,2,1,0,1
2,11822.764479056152,repair_start,3,12,10,2,1,1,0
2,11823.266642750037,repair_complete,3,13,10,3,0,0,0
2,11838.683137561988,failure,13,12,10,2,1,0,1
2,11838.683137561988,repair_start,13,12,10,2,1,1,0
2,11844.592421130594,repair_complete,13,13,10,3,0,0,0
2,11848.638342299917,failure,3,12,10,2,1,0,1
2,11848.638342299917,repair_start,3,12,10,2,1,1,0
2,11850.318953848204,repair_complete,3,13,10,3,0,0,0
2,11882.295312034918,failure,1,12,10,2,1,0,1
2,11882.295312034918,repair_start,1,12,10,2,1,1,0
2,11883.888744793941,repair_complete,1,13,10,3,0,0,0
2,11888.486239181508,failure,2,12,10,2,1,0,1
2,11888.486239181508,repair_start,2,12,10,2,1,1,0
2,11889.151283266585,repair_complete,2,13,10,3,0,0,0
2,11904.675021644587,failure,1,12,10,2,1,0,1
2,11904.675021644587,repair_start,1,12,10,2,1,1,0
2,11905.05622833979,repair_complete,1,13,10,3,0,0,0
2,11906.388707115726,failure,9,12,10,2,1,0,1
2,11906.388707115726,repair_start,9,12,10,2,1,1,0
2,11906.471104775597,failure,7,11,10,1,2,1,1
2,11906.569218518793,repair_complete,9,12,10,2,1,0,1
2,11906.569218518793,repair_start,7,12,10,2,1,1,0
2,11906.770393722096,repair_complete,7,13,10,3,0,0,0
2,11909.119040741483,failure,1,12,10,2,1,0,1
2,11909.119040741483,repair_start,1,12,10,2,1,1,0
2,11909.795323117134,repair_complete,1,13,10,3,0,0,0
2,11915.040501831056,failure,13,12,10,2,1,0,1
2,11915.040501831056,repair_start,13,12,10,2,1,1,0
2,11915.911213431336,repair_complete,13,13,10,3,0,0,0
2,11926.81000795689,failure,10,12,10,2,1,0,1
2,11926.81000795689,repair_start,10,12,10,2,1,1,0
2,11927.017605143532,repair_complete,10,13,10,3,0,0,0
2,11928.569369518815,failure,13,12,10,2,1,0,1
2,11928.569369518815,repair_start,13,12,10,2,1,1,0
2,11931.045091004187,repair_complete,13,13,10,3,0,0,0
2,11938.635195923438,failure,5,12,10,2,1,0,1
2,11938.635195923438,repair_start,5,12,10,2,1,1,0
2,11938.684450564924,repair_complete,5,13,10,3,0,0,0
2,11939.848408884165,failure,12,12,10,2,1,0,1
2,11939.848408884165,repair_start,12,12,10,2,1,1,0
2,11941.709221805935,repair_complete,12,13,10,3,0,0,0
2,11955.33532376966,failure,9,12,10,2,1,0,1
2,11955.33532376966,repair_start,9,12,10,2,1,1,0
2,11957.314838233362,repair_complete,9,13,10,3,0,0,0
2,11962.481214151188,failure,4,12,10,2,1,0,1
2,11962.481214151188,repair_start,4,12,10,2,1,1,0
2,11962.531897975205,repair_complete,4,13,10,3,0,0,0
2,11970.846449303046,failure,5,12,10,2,1,0,1
2,11970.846449303046,repair_start,5,12,10,2,1,1,0
2,11971.247638860956,repair_complete,5,13,10,3,0,0,0
2,11972.246439664255,failure,9,12,10,2,1,0,1
2,11972.246439664255,repair_start,9,12,10,2,1,1,0
2,11972.329616877336,repair_complete,9,13,10,3,0,0,0
2,11988.91389879642,failure,13,12,10,2,1,0,1
2,11988.91389879642,repair_start,13,12,10,2,1,1,0
2,11991.76591178047,repair_complete,13,13,10,3,0,0,0
2,12000.348095966327,failure,6,12,10,2,1,0,1
2,12000.348095966327,repair_start,6,12,10,2,1,1,0
2,12000.70011855957,repair_complete,6,13,10,3,0,0,0
2,12006.858852034575,failure,12,12,10,2,1,0,1
2,12006.858852034575,repair_start,12,12,10,2,1,1,0
2,12007.354269988515,repair_complete,12,13,10,3,0,0,0
2,12018.429284410746,failure,6,12,10,2,1,0,1
2,12018.429284410746,repair_start,6,12,10,2,1,1,0
2,12018.442692391074,repair_complete,6,13,10,3,0,0,0
2,12018.54334864669,failure,9,12,10,2,1,0,1
2,12018.54334864669,repair_start,9,12,10,2,1,1,0
2,12018.54415022107,repair_complete,9,13,10,3,0,0,0
2,12019.096708790616,failure,12,12,10,2,1,0,1
2,12019.096708790616,repair_start,12,12,10,2,1,1,0
2,12019.122469310923,repair_complete,12,13,10,3,0,0,0
2,12040.572340896428,failure,4,12,10,2,1,0,1
2,12040.572340896428,repair_start,4,12,10,2,1,1,0
2,12041.264785138632,repair_complete,4,13,10,3,0,0,0
2,12045.629124290821,failure,11,12,10,2,1,0,1
2,12045.629124290821,repair_start,11,12,10,2,1,1,0
2,12045.691770666816,repair_complete,11,13,10,3,0,0,0
2,12076.477572111098,failure,5,12,10,2,1,0,1
2,12076.477572111098,repair_start,5,12,10,2,1,1,0
2,12076.681311273234,repair_complete,5,13,10,3,0,0,0
2,12077.795531458349,failure,9,12,10,2,1,0,1
2,12077.795531458349,repair_start,9,12,10,2,1,1,0
2,12078.045942384077,repair_complete,9,13,10,3,0,0,0
2,12086.042454875127,failure,4,12,10,2,1,0,1
2,12086.042454875127,repair_start,4,12,10,2,1,1,0
2,12087.803139410078,repair_complete,4,13,10,3,0,0,0
2,12109.803922348083,failure,1,12,10,2,1,0,1
2,12109.803922348083,repair_start,1,12,10,2,1,1,0
2,12111.248439159494,repair_complete,1,13,10,3,0,0,0
2,12130.956689877925,failure,5,12,10,2,1,0,1
2,12130.956689877925,repair_start,5,12,10,2,1,1,0
2,12132.257639149255,repair_complete,5,13,10,3,0,0,0
2,12159.298626172418,failure,3,12,10,2,1,0,1
2,12159.298626172418,repair_start,3,12,10,2,1,1,0
2,12160.697139496764,repair_complete,3,13,10,3,0,0,0
2,12164.424118745364,failure,10,12,10,2,1,0,1
2,12164.424118745364,repair_start,10,12,10,2,1,1,0
2,12165.584847598577,repair_complete,10,13,10,3,0,0,0
2,12165.643850668383,failure,12,12,10,2,1,0,1
2,12165.643850668383,repair_start,12,12,10,2,1,1,0
2,12166.479147024651,repair_complete,12,13,10,3,0,0,0
2,12179.310081502006,failure,3,12,10,2,1,0,1
2,12179.310081502006,repair_start,3,12,10,2,1,1,0
2,12179.684738081589,repair_complete,3,13,10,3,0,0,0
2,12200.39787691443,failure,2,12,10,2,1,0,1
2,12200.39787691443,repair_start,2,12,10,2,1,1,0
2,12200.55032033321,repair_complete,2,13,10,3,0,0,0
2,12211.505525837942,failure,1,12,10,2,1,0,1
2,12211.505525837942,repair_start,1,12,10,2,1,1,0
2,12211.57780302579,repair_complete,1,13,10,3,0,0,0
2,12225.232793652049,failure,5,12,10,2,1,0,1
2,12225.232793652049,repair_start,5,12,10,2,1,1,0
2,12225.612444579896,repair_complete,5,13,10,3,0,0,0
2,12237.501199547198,failure,1,12,10,2,1,0,1
2,12237.501199547198,repair_start,1,12,10,2,1,1,0
2,12238.212233338641,repair_complete,1,13,10,3,0,0,0
2,12249.53540242179,failure,3,12,10,2,1,0,1
2,12249.53540242179,repair_start,3,12,10,2,1,1,0
2,12249.75298557166,repair_complete,3,13,10,3,0,0,0
2,12262.192407730365,failure,10,12,10,2,1,0,1
2,12262.192407730365,repair_start,10,12,10,2,1,1,0
2,12262.27246290284,repair_complete,10,13,10,3,0,0,0
2,12265.912005766964,failure,2,12,10,2,1,0,1
2,12265.912005766964,repair_start,2,12,10,2,1,1,0
2,12266.02905320834,repair_complete,2,13,10,3,0,0,0
2,12271.248606087951,failure,9,12,10,2,1,0,1
2,12271.248606087951,repair_start,9,12,10,2,1,1,0
2,12271.57732099125,repair_complete,9,13,10,3,0,0,0
2,12274.300456611389,failure,3,12,10,2,1,0,1
2,12274.300456611389,repair_start,3,12,10,2,1,1,0
2,12276.092863730039,repair_complete,3,13,10,3,0,0,0
2,12277.071122516636,failure,4,12,10,2,1,0,1
2,12277.071122516636,repair_start,4,12,10,2,1,1,0
2,12277.526131175733,repair_complete,4,13,10,3,0,0,0
2,12347.134865686794,failure,12,12,10,2,1,0,1
2,12347.134865686794,repair_start,12,12,10,2,1,1,0
2,12348.086944520504,repair_complete,12,13,10,3,0,0,0
2,12371.03085654059,failure,3,12,10,2,1,0,1
2,12371.03085654059,repair_start,3,12,10,2,1,1,0
2,12371.125504412888,repair_complete,3,13,10,3,0,0,0
2,12382.948320291736,failure,10,12,10,2,1,0,1
2,12382.948320291736,repair_start,10,12,10,2,1,1,0
2,12383.16983886303,repair_complete,10,13,10,3,0,0,0
2,12392.151885493258,failure,5,12,10,2,1,0,1
2,12392.151885493258,repair_start,5,12,10,2,1,1,0
2,12392.45125540418,repair_complete,5,13,10,3,0,0,0
2,12395.807973729068,failure,3,12,10,2,1,0,1
2,12395.807973729068,repair_start,3,12,10,2,1,1,0
2,12395.85772643077,repair_complete,3,13,10,3,0,0,0
2,12399.531993536659,failure,6,12,10,2,1,0,1
2,12399.531993536659,repair_start,6,12,10,2,1,1,0
2,12399.661546902615,repair_complete,6,13,10,3,0,0,0
2,12422.859636593017,failure,13,12,10,2,1,0,1
2,12422.859636593017,repair_start,13,12,10,2,1,1,0
2,12423.34270617641,repair_complete,13,13,10,3,0,0,0
2,12442.14764431688,failure,4,12,10,2,1,0,1
2,12442.14764431688,repair_start,4,12,10,2,1,1,0
2,12442.62792982526,repair_complete,4,13,10,3,0,0,0
2,12445.35980614367,failure,9,12,10,2,1,0,1
2,12445.35980614367,repair_start,9,12,10,2,1,1,0
2,12445.72628919759,repair_complete,9,13,10,3,0,0,0
2,12461.079035156534,failure,13,12,10,2,1,0,1
2,12461.079035156534,repair_start,13,12,10,2,1,1,0
2,12462.032534104577,repair_complete,13,13,10,3,0,0,0
2,12462.732385811212,failure,2,12,10,2,1,0,1
2,12462.732385811212,repair_start,2,12,10,2,1,1,0
2,12464.549339855741,repair_complete,2,13,10,3,0,0,0
2,12473.310657759646,failure,13,12,10,2,1,0,1
2,12473.310657759646,repair_start,13,12,10,2,1,1,0
2,12474.834167373096,repair_complete,13,13,10,3,0,0,0
2,12481.442257804993,failure,4,12,10,2,1,0,1
2,12481.442257804993,repair_start,4,12,10,2,1,1,0
2,12483.399379989978,repair_complete,4,13,10,3,0,0,0
2,12523.814363165102,failure,1,12,10,2,1,0,1
2,12523.814363165102,repair_start,1,12,10,2,1,1,0
2,12524.451553594303,repair_complete,1,13,10,3,0,0,0
2,12535.863157970938,failure,13,12,10,2,1,0,1
2,12535.863157970938,repair_start,13,12,10,2,1,1,0
2,12536.564893395685,repair_complete,13,13,10,3,0,0,0
2,12549.587098575903,failure,5,12,10,2,1,0,1
2,12549.587098575903,repair_start,5,12,10,2,1,1,0
2,12555.309138723931,failure,11,11,10,1,2,1,1
2,12555.752112868224,repair_complete,5,12,10,2,1,0,1
2,12555.752112868224,repair_start,11,12,10,2,1,1,0
2,12557.64149997883,repair_complete,11,13,10,3,0,0,0
2,12560.42489684399,failure,9,12,10,2,1,0,1
2,12560.42489684399,repair_start,9,12,10,2,1,1,0
2,12560.750938658517,repair_complete,9,13,10,3,0,0,0
2,12580.664821469582,failure,13,12,10,2,1,0,1
2,12580.664821469582,repair_start,13,12,10,2,1,1,0
2,12584.046220205835,repair_complete,13,13,10,3,0,0,0
2,12604.629013031934,failure,5,12,10,2,1,0,1
2,12604.629013031934,repair_start,5,12,10,2,1,1,0
2,12605.923501009083,repair_complete,5,13,10,3,0,0,0
2,12619.453215494741,failure,6,12,10,2,1,0,1
2,12619.453215494741,repair_start,6,12,10,2,1,1,0
2,12620.777320517169,repair_complete,6,13,10,3,0,0,0
2,12627.469525761455,failure,7,12,10,2,1,0,1
2,12627.469525761455,repair_start,7,12,10,2,1,1,0
2,12628.144458020784,repair_complete,7,13,10,3,0,0,0
2,12629.673554460853,failure,11,12,10,2,1,0,1
2,12629.673554460853,repair_start,11,12,10,2,1,1,0
2,12631.152518524783,repair_complete,11,13,10,3,0,0,0
2,12631.16012091407,failure,2,12,10,2,1,0,1
2,12631.16012091407,repair_start,2,12,10,2,1,1,0
2,12631.203226111958,failure,9,11,10,1,2,1,1
2,12631.585793554626,repair_complete,2,12,10,2,1,0,1
2,12631.585793554626,repair_start,9,12,10,2,1,1,0
2,12631.865735835981,repair_complete,9,13,10,3,0,0,0
2,12636.347525746132,failure,10,12,10,2,1,0,1
2,12636.347525746132,repair_start,10,12,10,2,1,1,0
2,12638.504365375791,repair_complete,10,13,10,3,0,0,0
2,12651.478990468233,failure,7,12,10,2,1,0,1
2,12651.478990468233,repair_start,7,12,10,2,1,1,0
2,12652.007221026428,repair_complete,7,13,10,3,0,0,0
2,12677.987930788788,failure,4,12,10,2,1,0,1
2,12677.987930788788,repair_start,4,12,10,2,1,1,0
2,12678.28626130223,repair_complete,4,13,10,3,0,0,0
2,12679.926400301494,failure,11,12,10,2,1,0,1
2,12679.926400301494,repair_start,11,12,10,2,1,1,0
2,12680.452674604452,repair_complete,11,13,10,3,0,0,0
2,12687.78958182227,failure,9,12,10,2,1,0,1
2,12687.78958182227,repair_start,9,12,10,2,1,1,0
2,12687.879170161197,repair_complete,9,13,10,3,0,0,0
2,12687.889778824025,failure,5,12,10,2,1,0,1
2,12687.889778824025,repair_start,5,12,10,2,1,1,0
2,12688.512718131784,repair_complete,5,13,10,3,0,0,0
2,12688.901521919532,failure,2,12,10,2,1,0,1
2,12688.901521919532,repair_start,2,12,10,2,1,1,0
2,12690.216917728367,repair_complete,2,13,10,3,0,0,0
2,12695.319237039535,failure,3,12,10,2,1,0,1
2,12695.319237039535,repair_start,3,12,10,2,1,1,0
2,12695.5355298185,repair_complete,3,13,10,3,0,0,0
2,12706.896024717713,failure,1,12,10,2,1,0,1
2,12706.896024717713,repair_start,1,12,10,2,1,1,0
2,12707.379467388468,repair_complete,1,13,10,3,0,0,0
2,12711.588922488956,failure,10,12,10,2,1,0,1
2,12711.588922488956,repair_start,10,12,10,2,1,1,0
2,12712.671865017286,repair_complete,10,13,10,3,0,0,0
2,12727.332957966446,failure,12,12,10,2,1,0,1
2,12727.332957966446,repair_start,12,12,10,2,1,1,0
2,12727.55998494254,repair_complete,12,13,10,3,0,0,0
2,12733.690596823802,failure,2,12,10,2,1,0,1
2,12733.690596823802,repair_start,2,12,10,2,1,1,0
2,12734.259957151104,repair_complete,2,13,10,3,0,0,0
2,12735.615513649009,failure,5,12,10,2,1,0,1
2,12735.615513649009,repair_start,5,12,10,2,1,1,0
2,12736.44388440844,repair_complete,5,13,10,3,0,0,0
2,12752.92986576557,failure,10,12,10,2,1,0,1
2,12752.92986576557,repair_start,10,12,10,2,1,1,0
2,12753.312231305601,repair_complete,10,13,10,3,0,0,0
2,12753.641274080315,failure,5,12,10,2,1,0,1
2,12753.641274080315,repair_start,5,12,10,2,1,1,0
2,12755.849941046845,repair_complete,5,13,10,3,0,0,0
2,12768.726022084371,failure,2,12,10,2,1,0,1
2,12768.726022084371,repair_start,2,12,10,2,1,1,0
2,12768.795931572975,repair_complete,2,13,10,3,0,0,0
2,12777.920473590282,failure,5,12,10,2,1,0,1
2,12777.920473590282,repair_start,5,12,10,2,1,1,0
2,12777.973295319143,repair_complete,5,13,10,3,0,0,0
2,12778.493156016395,failure,11,12,10,2,1,0,1
2,12778.493156016395,repair_start,11,12,10,2,1,1,0
2,12781.212177093656,repair_complete,11,13,10,3,0,0,0
2,12785.667111901517,failure,4,12,10,2,1,0,1
2,12785.667111901517,repair_start,4,12,10,2,1,1,0
2,12786.437623518323,repair_complete,4,13,10,3,0,0,0
2,12799.00071541011,failure,9,12,10,2,1,0,1
2,12799.00071541011,repair_start,9,12,10,2,1,1,0
2,12799.581335793888,repair_complete,9,13,10,3,0,0,0
2,12803.097460146473,failure,3,12,10,2,1,0,1
2,12803.097460146473,repair_start,3,12,10,2,1,1,0
2,12804.736233884925,repair_complete,3,13,10,3,0,0,0
2,12835.357278434018,failure,13,12,10,2,1,0,1
2,12835.357278434018,repair_start,13,12,10,2,1,1,0
2,12835.718617169248,repair_complete,13,13,10,3,0,0,0
2,12837.69371275317,failure,4,12,10,2,1,0,1
2,12837.69371275317,repair_start,4,12,10,2,1,1,0
2,12839.059853073284,repair_complete,4,13,10,3,0,0,0
2,12843.571056480165,failure,9,12,10,2,1,0,1
2,12843.571056480165,repair_start,9,12,10,2,1,1,0
2,12846.107927821955,repair_complete,9,13,10,3,0,0,0
2,12850.996667785525,failure,6,12,10,2,1,0,1
2,12850.996667785525,repair_start,6,12,10,2,1,1,0
2,12853.647492624175,repair_complete,6,13,10,3,0,0,0
2,12864.219765903495,failure,12,12,10,2,1,0,1
2,12864.219765903495,repair_start,12,12,10,2,1,1,0
2,12864.822737990688,repair_complete,12,13,10,3,0,0,0
2,12904.12508299566,failure,9,12,10,2,1,0,1
2,12904.12508299566,repair_start,9,12,10,2,1,1,0
2,12904.484418947934,repair_complete,9,13,10,3,0,0,0
2,12951.151148713285,failure,3,12,10,2,1,0,1
2,12951.151148713285,repair_start,3,12,10,2,1,1,0
2,12952.308254358393,repair_complete,3,13,10,3,0,0,0
2,12954.210178193385,failure,5,12,10,2,1,0,1
2,12954.210178193385,repair_start,5,12,10,2,1,1,0
2,12955.443726193096,failure,3,11,10,1,2,1,1
2,12955.792933662697,repair_complete,5,12,10,2,1,0,1
2,12955.792933662697,repair_start,3,12,10,2,1,1,0
2,12956.980094049479,repair_complete,3,13,10,3,0,0,0
2,12963.490777439474,failure,4,12,10,2,1,0,1
