λ,μ,c,customers,warmup,observed,t0,t1,Wq,W,Lq,L,utilization,p_wait,mean_service,little_Lq_residual,little_L_residual
0.9,0.5,2,10,0,10,0.0,7.828990220943469,4.856795873206697,8.410492119082418,2.4631101530472317,4.3686704299420756,0.9527801384474222,0.8,3.55369624587572,-1.9080061328387958,-3.2007724772321007
