t,S,E,I,R,births,deaths,vaccinated,infections,event,person
0.0,990,0,10,0,0,0,0,0,initial,0
0.0,989,0,10,1,0,0,1,0,vaccination,585
0.0,988,0,10,2,0,0,2,0,vaccination,111
0.0,987,0,10,3,0,0,3,0,vaccination,793
0.0,986,0,10,4,0,0,4,0,vaccination,903
0.0,985,0,10,5,0,0,5,0,vaccination,670
0.0,984,0,10,6,0,0,6,0,vaccination,430
0.0,983,0,10,7,0,0,7,0,vaccination,46
0.0,982,0,10,8,0,0,8,0,vaccination,584
0.0,981,0,10,9,0,0,9,0,vaccination,290
0.0,980,0,10,10,0,0,10,0,vaccination,407
0.0,979,0,10,11,0,0,11,0,vaccination,488
0.0,978,0,10,12,0,0,12,0,vaccination,364
0.0,977,0,10,13,0,0,13,0,vaccination,598
0.0,976,0,10,14,0,0,14,0,vaccination,63
0.0,975,0,10,15,0,0,15,0,vaccination,583
0.0,974,0,10,16,0,0,16,0,vaccination,90
0.0,973,0,10,17,0,0,17,0,vaccination,94
0.0,972,0,10,18,0,0,18,0,vaccination,815
0.0,971,0,10,19,0,0,19,0,vaccination,703
0.0,970,0,10,20,0,0,20,0,vaccination,134
0.0,969,0,10,21,0,0,21,0,vaccination,712
0.0,968,0,10,22,0,0,22,0,vaccination,394
0.0,967,0,10,23,0,0,23,0,vaccination,694
0.0,966,0,10,24,0,0,24,0,vaccination,546
0.0,965,0,10,25,0,0,25,0,vaccination,751
0.0,964,0,10,26,0,0,26,0,vaccination,346
0.0,963,0,10,27,0,0,27,0,vaccination,648
0.0,962,0,10,28,0,0,28,0,vaccination,860
0.0,961,0,10,29,0,0,29,0,vaccination,228
0.0,960,0,10,30,0,0,30,0,vaccination,128
0.0,959,0,10,31,0,0,31,0,vaccination,965
0.0,958,0,10,32,0,0,32,0,vaccination,747
0.0,957,0,10,33,0,0,33,0,vaccination,838
0.0,956,0,10,34,0,0,34,0,vaccination,725
0.0,955,0,10,35,0,0,35,0,vaccination,795
0.0,954,0,10,36,0,0,36,0,vaccination,81
0.0,953,0,10,37,0,0,37,0,vaccination,691
0.0,952,0,10,38,0,0,38,0,vaccination,399
0.0,951,0,10,39,0,0,39,0,vaccination,112
0.0,950,0,10,40,0,0,40,0,vaccination,453
0.0,949,0,10,41,0,0,41,0,vaccination,682
0.0,948,0,10,42,0,0,42,0,vaccination,224
0.0,947,0,10,43,0,0,43,0,vaccination,895
0.0,946,0,10,44,0,0,44,0,vaccination,211
0.0,945,0,10,45,0,0,45,0,vaccination,372
0.0,944,0,10,46,0,0,46,0,vaccination,794
0.0,943,0,10,47,0,0,47,0,vaccination,645
0.0,942,0,10,48,0,0,48,0,vaccination,1
0.0,941,0,10,49,0,0,49,0,vaccination,201
0.0,940,0,10,50,0,0,50,0,vaccination,988
0.0,939,0,10,51,0,0,51,0,vaccination,276
0.0,938,0,10,52,0,0,52,0,vaccination,532
0.0,937,0,10,53,0,0,53,0,vaccination,612
0.0,936,0,10,54,0,0,54,0,vaccination,749
0.0,935,0,10,55,0,0,55,0,vaccination,777
0.0,934,0,10,56,0,0,56,0,vaccination,910
0.0,933,0,10,57,0,0,57,0,vaccination,565
0.0,932,0,10,58,0,0,58,0,vaccination,743
0.0,931,0,10,59,0,0,59,0,vaccination,836
0.0,930,0,10,60,0,0,60,0,vaccination,141
0.0,929,0,10,61,0,0,61,0,vaccination,872
0.0,928,0,10,62,0,0,62,0,vaccination,707
0.0,927,0,10,63,0,0,63,0,vaccination,679
