t,S,E,I,R,births,deaths,vaccinated,infections,event,person
0.0,990,0,10,0,0,0,0,0,initial,0
0.12048490792631854,990,0,9,1,0,0,0,0,recovery,1000
0.20623122727819487,989,0,10,1,0,0,0,1,infection,248
0.31681864165661017,988,0,11,1,0,0,0,2,infection,788
0.36477663970080126,988,0,10,2,0,0,0,2,recovery,992
0.5439977891043779,988,0,9,3,0,0,0,2,recovery,996
0.6587857590995614,987,0,10,3,0,0,0,3,infection,182
0.9195651546464768,986,0,11,3,0,0,0,4,infection,174
1.2358337989943051,985,0,12,3,0,0,0,5,infection,811
1.5451047196782077,985,0,11,4,0,0,0,5,recovery,995
2.1251649058771043,985,0,10,5,0,0,0,5,recovery,174
2.1364512464412844,984,0,11,5,0,0,0,6,infection,367
2.149121667950919,983,0,12,5,0,0,0,7,infection,748
2.4135537628581982,982,0,13,5,0,0,0,8,infection,45
2.453119939528227,982,0,12,6,0,0,0,8,recovery,997
2.483573558546698,981,0,13,6,0,0,0,9,infection,912
2.4839504140883073,981,0,12,7,0,0,0,9,recovery,182
2.486255106921173,981,0,11,8,0,0,0,9,recovery,991
2.4896340399543315,980,0,12,8,0,0,0,10,infection,109
2.6376150999791905,980,0,11,9,0,0,0,10,recovery,248
2.7386004900124017,979,0,12,9,0,0,0,11,infection,166
2.8540141884223624,978,0,13,9,0,0,0,12,infection,134
2.884450260992318,978,0,12,10,0,0,0,12,recovery,912
2.937093829673453,978,0,11,11,0,0,0,12,recovery,994
2.9642115992729474,978,0,10,12,0,0,0,12,recovery,999
2.988085867241979,977,0,11,12,0,0,0,13,infection,553
3.10450629082573,976,0,12,12,0,0,0,14,infection,519
3.1593200487593536,975,0,13,12,0,0,0,15,infection,302
3.1603561367215534,974,0,14,12,0,0,0,16,infection,213
3.2275337736894176,974,0,13,13,0,0,0,16,recovery,109
3.2540698454822814,974,0,12,14,0,0,0,16,recovery,302
3.397372734636454,973,0,13,14,0,0,0,17,infection,797
3.6724656309348256,972,0,14,14,0,0,0,18,infection,337
3.796362160029563,972,0,13,15,0,0,0,18,recovery,811
3.8640735477307473,972,0,12,16,0,0,0,18,recovery,45
4.154415147186807,971,0,13,16,0,0,0,19,infection,440
4.214600364451526,971,0,12,17,0,0,0,19,recovery,797
4.419647013914425,971,0,11,18,0,0,0,19,recovery,998
4.585239786986217,971,0,10,19,0,0,0,19,recovery,440
4.599606069016148,971,0,9,20,0,0,0,19,recovery,519
5.092669874834786,970,0,10,20,0,0,0,20,infection,264
5.105161281722909,969,0,11,20,0,0,0,21,infection,66
5.153896920656142,968,0,12,20,0,0,0,22,infection,80
