family,N,I0,beta,c,gamma,T,seed,fixed,sigma,mu,birth_rate,vaccine_time,vaccine_fraction,peak_I,peak_time,S_T,E_T,I_T,R_T,R_fraction,ever_infected,new_infections,births,deaths,vaccinated,contacts,events,extinct,csv
scan,1000,10,0.03,10.0,0.25,40.0,2007,false,Inf,0.0,0.0,-1.0,0.0,22,12.796551769965934,872,0,8,120,0.12,128,118,0,0,0,369382,238,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p25_T=40p0_seed=2007_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.25,40.0,2008,false,Inf,0.0,0.0,-1.0,0.0,61,25.588016665572564,618,0,29,353,0.353,382,372,0,0,0,317698,725,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p25_T=40p0_seed=2008_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.25,40.0,2009,false,Inf,0.0,0.0,-1.0,0.0,60,27.340500108434625,672,0,25,303,0.303,328,318,0,0,0,341599,621,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p25_T=40p0_seed=2009_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.25,40.0,2010,false,Inf,0.0,0.0,-1.0,0.0,46,17.228015513656278,669,0,33,298,0.298,331,321,0,0,0,332604,619,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p25_T=40p0_seed=2010_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2001,false,Inf,0.0,0.0,-1.0,0.0,11,0.15514821177402435,981,0,0,19,0.019,19,9,0,0,0,392902,28,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2001_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2002,false,Inf,0.0,0.0,-1.0,0.0,11,0.08669335886656265,983,0,0,17,0.017,17,7,0,0,0,392945,24,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2002_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2003,false,Inf,0.0,0.0,-1.0,0.0,11,0.27032041710822813,984,0,0,16,0.016,16,6,0,0,0,393949,22,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2003_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2004,false,Inf,0.0,0.0,-1.0,0.0,10,0.0,984,0,0,16,0.016,16,6,0,0,0,394697,22,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2004_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2005,false,Inf,0.0,0.0,-1.0,0.0,10,0.0,982,0,0,18,0.018,18,8,0,0,0,393377,26,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2005_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2006,false,Inf,0.0,0.0,-1.0,0.0,17,5.266796506459525,950,0,0,50,0.05,50,40,0,0,0,381534,90,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2006_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2007,false,Inf,0.0,0.0,-1.0,0.0,14,2.227765221313158,979,0,0,21,0.021,21,11,0,0,0,392119,32,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2007_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2008,false,Inf,0.0,0.0,-1.0,0.0,15,0.9772701149521527,974,0,0,26,0.026,26,16,0,0,0,389044,42,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2008_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2009,false,Inf,0.0,0.0,-1.0,0.0,15,0.7232476254164567,968,0,0,32,0.032,32,22,0,0,0,387572,54,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2009_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,10.0,0.4,40.0,2010,false,Inf,0.0,0.0,-1.0,0.0,12,2.698221418456233,974,0,0,26,0.026,26,16,0,0,0,390229,42,true,data/sims/scan_N=1000_I0=10_beta=0p03_c=10p0_gamma=0p4_T=40p0_seed=2010_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,15.0,0.15,40.0,2001,false,Inf,0.0,0.0,-1.0,0.0,302,20.785331429734796,80,0,72,848,0.848,920,910,0,0,0,291871,1758,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=15p0_gamma=0p15_T=40p0_seed=2001_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,15.0,0.15,40.0,2002,false,Inf,0.0,0.0,-1.0,0.0,296,18.467382469539544,84,0,40,876,0.876,916,906,0,0,0,258110,1782,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=15p0_gamma=0p15_T=40p0_seed=2002_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,15.0,0.15,40.0,2003,false,Inf,0.0,0.0,-1.0,0.0,290,17.13749925819334,79,0,37,884,0.884,921,911,0,0,0,245501,1795,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=15p0_gamma=0p15_T=40p0_seed=2003_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
scan,1000,10,0.03,15.0,0.15,40.0,2004,false,Inf,0.0,0.0,-1.0,0.0,284,20.618584728902636,78,0,52,870,0.87,922,912,0,0,0,271201,1782,false,data/sims/scan_N=1000_I0=10_beta=0p03_c=15p0_gamma=0p15_T=40p0_seed=2004_fixed=false_sigma=Inf_mu=0p0_br=0p0_vt=m1p0_vf=0p0.csv
