t,S,I,R
9.07,849.8805642338756,73.89118223264806,76.22825353347635
9.08,849.5660390697847,74.02081742025865,76.41314350995664
9.09,849.2510790551252,74.15056323211024,76.59835771276457
9.1,848.9356842906813,74.2804192913287,76.78389641799005
9.11,848.6198548801743,74.41038521904731,76.96975990077834
9.12,848.3035909302693,74.54046063440568,77.15594843532504
9.13,847.9868925505804,74.67064515454852,77.34246229487111
9.14,847.6697598536776,74.80093839462455,77.52930175169782
9.15,847.3521929550926,74.93133996778552,77.71646707712186
9.16,847.0341919733246,75.06184948518506,77.90395854149033
9.17,846.7157570298465,75.1924665559778,78.09177641417567
9.18,846.3968882491109,75.32319078731831,78.27992096357073
9.19,846.077585758556,75.45402178436024,78.46839245708374
9.2,845.7578496886113,75.58495915025537,78.6571911611333
9.21,845.4376801727036,75.71600248615286,78.84631734114343
9.22,845.1170773472633,75.84715139119825,79.03577126153844
9.23,844.796041351729,75.9784054625329,79.22555318573806
9.24,844.4745723285545,76.1097642952931,79.41566337615235
9.25,844.1526704232139,76.24122748260937,79.6061020941767
9.26,843.8303357842073,76.37279461560586,79.79686960018685
9.27,843.5075685630666,76.5044652833996,79.98796615353379
9.28,843.1843689143611,76.63623907310003,80.17939201253883
9.29,842.8607369957031,76.76811556980836,80.37114743448852
9.3,842.5366729677531,76.90009435661706,80.5632326756297
9.31,842.2121769942263,77.03217501460931,80.75564799116435
9.32,841.8872492418966,77.16435712285869,80.9483936352447
9.33,841.5618898806032,77.29664025842867,81.14146986096814
9.34,841.2360990832556,77.42902399637225,81.33487692037221
9.35,840.9098770258388,77.56150790973162,81.52861506442957
9.36,840.5832238874192,77.69409156953787,81.72268454304297
9.37,840.2561398501491,77.82677454481076,81.91708560504021
9.38,839.9286250992725,77.95955640255845,82.11181849816919
9.39,839.6006798231302,78.09243670777728,82.30688346909265
9.4,839.272304213165,78.22541502345176,82.5022807633835
9.41,838.9434984639264,78.35849091055435,82.69801062551949
9.42,838.6142627730765,78.49166392804545,82.89407329887831
9.43,838.2845973413944,78.62493363287334,83.09046902573255
9.44,837.9545023727815,78.75829957997418,83.28719804724463
9.45,837.6239780742663,78.89176132227213,83.4842606034618
9.46,837.2930246560097,79.0253184106794,83.68165693331117
9.47,836.9616423313095,79.15897039409631,83.87938727459448
9.48,836.6298313166053,79.29271681941162,84.0774518639833
9.49,836.2975918314837,79.4265572315026,84.2758509370139
9.5,835.9649240986827,79.56049117323536,84.47458472808223
9.51,835.6318283440962,79.69451818546511,84.67365347043888
9.52,835.2983047967797,79.82863780703651,84.87305739618407
9.53,834.9643536889537,79.96284957478403,85.0727967362626
9.54,834.6299752560091,80.09715302353236,85.27287172045888
9.55,834.2951697365115,80.2315476860969,85.47328257739187
9.56,833.9599373722061,80.36603309328419,85.67402953450997
9.57,833.6242784080216,80.50060877389252,85.8751128180862
9.58,833.2881930920748,80.63527425471248,86.076532653213
9.59,832.9516816756754,80.77002906052758,86.2782892637973
9.6,832.61474441333,80.9048727141149,86.4803828725555
9.61,832.2773815627461,81.03980473624583,86.68281370100839
9.62,831.9395933848373,81.17482464568677,86.8855819694762
9.63,831.6013801437266,81.30993195919999,87.08868789707364
9.64,831.2627421067513,81.4451261915443,87.29213170170466
9.65,830.9236795444663,81.58040685547618,87.49591360005775
9.66,830.584192730649,81.71577346175047,87.70003380760072
9.67,830.2442819423029,81.85122551912143,87.9044925385758
9.68,829.9039474596618,81.98676253434373,88.10929000599458
9.69,829.5631895661936,82.12238401217346,88.31442642163307
9.7,829.2220085486042,82.25808945536927,88.51990199602665
9.71,828.8804046968415,82.3938783646935,88.72571693846513
9.72,828.5383783040993,82.52975023891327,88.93187145698762
9.73,828.1959296668206,82.66570457480177,89.1383657583778
9.74,827.853059084702,82.80174086713951,89.34520004815873
9.75,827.5097668606966,82.93785860871566,89.55237453058793
9.76,827.1660533010185,83.07405729032929,89.7598894086524
9.77,826.8219187151456,83.2103364007909,89.96774488406366
9.78,826.4773634158236,83.3466954269237,90.1759411572528
9.79,826.1323877190694,83.48313385356526,90.38447842736542
9.8,825.7869919441742,83.61965116356892,90.59335689225685
9.81,825.4411764137078,83.75624683780534,90.8025767484869
9.82,825.0949414535206,83.89292035516421,91.0121381913152
9.83,824.748287392748,84.02967119255587,91.22204141469614
9.84,824.4012145638133,84.16649882491296,91.43228661127385
9.85,824.0537233024304,84.30340272519226,91.64287397237736
9.86,823.705813947608,84.44038236437638,91.85380368801562
9.87,823.3574868416517,84.57743721147567,92.06507594687255
9.88,823.0087423301676,84.71456673353012,92.27669093630222
9.89,822.6595807620652,84.85177039561115,92.48864884232366
9.9,822.3100024895599,84.98904766082379,92.70094984961626
9.91,821.9600078681767,85.1263979903085,92.91359414151472
9.92,821.6095972567524,85.26382084324341,93.12658190000407
9.93,821.2587710174388,85.40131567684627,93.33991330571487
9.94,820.9075295157049,85.53888194637672,93.55358853791829
9.95,820.5558731203404,85.67651910513844,93.76760777452117
9.96,820.2038022034574,85.81422660448143,93.98197119206122
9.97,819.8513171404938,85.95200389380423,94.19667896570198
9.98,819.4984183102156,86.08985042055636,94.41173126922816
9.99,819.1451060947188,86.22776563024064,94.62712827504059
10.0,818.791380879433,86.36574896641564,94.84287015415148
10.01,818.4372430531224,86.50379987069816,95.05895707617948
10.02,818.0826930078895,86.64191778276577,95.27538920934485
10.03,817.7277311391761,86.78010214035935,95.49216672046464
10.04,817.3723578457665,86.91835237928572,95.70928977494782
10.05,817.0165735297892,87.05666793342036,95.9267585367905
10.06,816.660378596719,87.19504823470999,96.14457316857097
10.07,816.3037734553794,87.33349271317546,96.36273383144508
10.08,815.9467585179441,87.47200079691453,96.5812406851413
10.09,815.5893341999393,87.61057191210467,96.80009388795591
10.1,815.2315009202456,87.74920548300602,97.0192935967483
10.11,814.8732591010996,87.88790093196428,97.23883996693604
10.12,814.514609168096,88.02665767941377,97.45873315249024
10.13,814.1555515501888,88.16547514388046,97.67897330593071
10.14,813.7960866796939,88.30435274198494,97.8995605783211
10.15,813.4362149922898,88.44328988844578,98.12049511926432
10.16,813.0759369270197,88.58228599608253,98.34177707689769
10.17,812.7152529262927,88.72134047581906,98.56340659788819
10.18,812.3541634358854,88.86045273668677,98.78538382742776
10.19,811.9926689049435,88.99962218582795,99.00770890922857
10.2,811.6307697859826,89.13884822849919,99.23038198551824
10.21,811.26846653489,89.27813026807476,99.45340319703524
10.22,810.9057596109259,89.41746770605006,99.67677268302404
10.23,810.5426494767241,89.55685994204522,99.90049058123057
10.24,810.1791365982938,89.69630637380864,100.12455702789747
10.25,809.8152214450199,89.83580639722055,100.34897215775938
10.26,809.4509044896647,89.97535940629677,100.57373610403835
10.27,809.0861862083684,90.11496479319236,100.7988489984391
10.28,808.7210670806501,90.25462194820538,101.02431097114446
10.29,808.3555475894085,90.39433025978077,101.25012215081065
10.3,807.989628220923,90.53408911451416,101.47628266456276
10.31,807.6233094648543,90.6738978971557,101.70279263798992
10.32,807.2565918142448,90.81375599061418,101.92965219514095
10.33,806.8894757655194,90.95366277596095,102.15686145851961
10.34,806.5219618184859,91.09361763243396,102.38442054908008
10.35,806.1540504763358,91.23361993744189,102.61232958622229
10.36,805.7857422456442,91.3736690665683,102.84058868778745
10.37,805.4170376363707,91.51376439357583,103.06919797005342
10.38,805.0479371618592,91.65390529041046,103.29815754773027
10.39,804.6784413388386,91.79409112720576,103.52746753395553
10.4,804.3085506874227,91.9343212722873,103.75712804028993
10.41,803.9382657311102,92.07459509217705,103.9871391767127
10.42,803.567586996785,92.21491195159774,104.21750105161715
10.43,803.1965150147164,92.35527121347747,104.44821377180612
10.44,802.8250503185583,92.49567223895414,104.67927744248757
10.45,802.4531934453498,92.63611438738016,104.91069216727006
10.46,802.0809449355147,92.77659701632703,105.14245804815833
10.47,801.7083053328614,92.91711948158996,105.37457518554872
10.48,801.3352751845824,93.05768113719276,105.60704367822495
10.49,800.961855041254,93.19828133539254,105.83986362335357
10.5,800.588045456836,93.33891942668454,106.07303511647955
10.51,800.2138469886711,93.47959475980709,106.3065582515219
10.52,799.8392601974844,93.62030668174644,106.54043312076932
10.53,799.4642856473826,93.76105453774187,106.77465981487573
10.54,799.0889239058534,93.90183767129062,107.00923842285603
10.55,798.7131755437654,94.04265542415305,107.2441690320817
10.56,798.3370411353661,94.18350713635769,107.47945172827633
10.57,797.960521258282,94.32439214620652,107.71508659551156
10.58,797.5836164935174,94.46530979028014,107.9510737162026
10.59,797.2063274254531,94.60625940344312,108.18741317110393
10.6,796.8286546418459,94.74724031884921,108.42410503930506
10.61,796.4505987338271,94.88825186794685,108.66114939822629
10.62,796.0721602959013,95.02929338048452,108.89854632361437
10.63,795.6933399259456,95.17036418451629,109.13629588953837
10.64,795.3141382252078,95.3114636064072,109.37439816838526
10.65,794.9345557983053,95.45259097083904,109.6128532308559
10.66,794.5545932532236,95.59374560081585,109.85166114596078
10.67,794.1742512013149,95.7349268176696,110.09082198101575
10.68,793.7935302572963,95.87613394106599,110.33033580163794
10.69,793.4124310392485,96.01736628901013,110.57020267174157
10.7,793.030954168614,96.15862317785242,110.81042265353378
10.71,792.6491002701952,96.29990392229446,111.05099580751057
10.72,792.2668699721528,96.44120783539483,111.29192219245255
10.73,791.884263906004,96.58253422857524,111.53320186542099
10.74,791.5012827066201,96.72388241162642,111.77483488175369
10.75,791.1179270122251,96.86525169271427,112.01682129506086
10.76,790.7341974643932,97.00664137838594,112.25916115722113
10.77,790.3500947080469,97.14805077357597,112.50185451837744
10.78,789.9656193914547,97.28947918161259,112.7449014269331
10.79,789.5807721662287,97.43092590422388,112.9883019295477
10.8,789.1955536873229,97.57239024154421,113.23205607113323
10.81,788.80996461303,97.71387149212045,113.47616389484989
10.82,788.4240056049795,97.85536895291851,113.72062544210239
10.83,788.0376773281347,97.99688191932977,113.96544075253586
10.84,787.6509804507908,98.13840968517754,114.21060986403194
10.85,787.2639156445717,98.27995154272368,114.45613281270487
10.86,786.8764835844275,98.42150678267517,114.7020096328976
10.87,786.4886849486317,98.56307469419076,114.94824035717792
10.88,786.1005204187779,98.70465456488775,115.19482501633462
10.89,785.7119906797782,98.84624568084857,115.44176363937349
10.9,785.3230964198586,98.9878473266278,115.68905625351375
10.91,784.9338383305573,99.12945878525886,115.93670288418406
10.92,784.5442171067205,99.27107933826098,116.18470355501874
10.93,784.1542334465,99.4127082656461,116.43305828785407
10.94,783.7638880513498,99.55434484592593,116.68176710272444
10.95,783.3731816260226,99.69598835611889,116.93083001785867
10.96,782.9821148785666,99.83763807175734,117.18024704967631
10.97,782.5906885203219,99.97929326689453,117.43001821278378
10.98,782.1989032659174,100.12095321411199,117.68014351997088
10.99,781.8067598332666,100.26261718452665,117.93062298220704
11.0,781.4142589435646,100.40428444779809,118.1814566086376
11.01,781.0214013212841,100.54595427213597,118.43264440658028
11.02,780.6281876941715,100.68762592430734,118.68418638152151
11.03,780.2346187932435,100.82929866964407,118.93608253711282
11.04,779.8406953527827,100.97097177205033,119.18833287516732
11.05,779.4464181103341,101.11264449401015,119.44093739565612
11.06,779.0517878067009,101.25431609659485,119.69389609670465
11.07,778.6568051859401,101.39598583947082,119.94720897458937
11.08,778.2614709953591,101.53765298090711,120.20087602373417
11.09,777.8657859855105,101.67931677778311,120.45489723670681
11.1,777.4697509101885,101.82097648559635,120.70927260421557
11.11,777.0733665264245,101.96263135847023,120.96400211510571
11.12,776.6766335944823,102.10428064916199,121.21908575635614
11.13,776.2795528778539,102.24592360907052,121.47452351307595
11.14,775.8821251432552,102.38755948824421,121.73031536850095
11.15,775.4843511606207,102.52918753538916,121.98646130399051
11.16,775.0862317030993,102.67080699787704,122.24296129902405
11.17,774.6877675470495,102.81241712175323,122.49981533119775
11.18,774.2889594720342,102.95401715174492,122.75702337622127
11.19,773.8898082608166,103.09560633126931,123.01458540791444
11.2,773.4903146993545,103.23718390244181,123.27250139820401
11.21,773.0904795767955,103.37874910608434,123.53077131712045
11.22,772.6903036854723,103.52030118173352,123.78939513279452
11.23,772.2897878208968,103.66183936764915,124.04837281145437
11.24,771.8889327817556,103.8033629008226,124.30770431742218
11.25,771.4877393699041,103.94487101698519,124.567389613111
11.26,771.086208390362,104.0863629506167,124.82742865902169
11.27,770.6843406513068,104.22783793495393,125.0878214137397
11.28,770.2821369640691,104.36929520199922,125.34856783393208
11.29,769.8795981431269,104.51073398252917,125.6096678743443
11.3,769.4767250060999,104.65215350610326,125.87112148779732
11.31,769.0735183737436,104.79355300107244,126.13292862518438
11.32,768.6699790699441,104.93493169458812,126.39508923546816
11.33,768.2661079217119,105.07628881261081,126.65760326567776
11.34,767.8619057591758,105.217623579919,126.92047066090565
11.35,767.4573734155775,105.35893522011806,127.18369136430479
11.36,767.0525117272655,105.50022295564915,127.44726531708571
11.37,766.6473215336886,105.64148600779822,127.71119245851358
11.38,766.24180367739,105.78272359670504,127.9754727259054
11.39,765.8359590040012,105.92393494137217,128.24010605462698
11.4,765.4297883622359,106.0651192596742,128.50509237809032
11.41,765.0232926038829,106.20627576836682,128.7704316277507
11.42,764.6164725838005,106.34740368309602,129.03612373310386
11.43,764.2093291599098,106.4885022184073,129.30216862168334
11.44,763.8018631931878,106.629570587755,129.5685662190576
11.45,763.3940755476614,106.77060800351157,129.83531644882746
11.46,762.9859670904001,106.91161367697697,130.1024192326233
11.47,762.57753869151,107.052586818388,130.36987449010235
11.48,762.1687912241263,107.19352663692783,130.6376821389462
11.49,761.7597255644068,107.33443234073545,130.90584209485806
11.5,761.350342591525,107.47530313691516,131.1743542715602
11.51,760.9406431876628,107.6161382315462,131.44321858079135
11.52,760.5306282380038,107.75693682969232,131.7124349323042
11.53,760.1202986307261,107.89769813541142,131.98200323386283
11.54,759.7096552569949,108.03842135176527,132.25192339124015
11.55,759.2986990109555,108.17910568082922,132.52219530821563
11.56,758.8874307897258,108.31975032370194,132.79281888657252
11.57,758.4758514933892,108.46035448051532,133.06379402609576
11.58,758.0639620249867,108.60091735044423,133.33512062456938
11.59,757.6517632905097,108.74143813171646,133.60679857777413
11.6,757.2392561988926,108.88191602162263,133.87882777948516
11.61,756.8264416620045,109.02235021652615,134.15120812146975
11.62,756.4133205946423,109.16273991187325,134.42393949348485
11.63,755.9998939145224,109.30308430220302,134.697021783275
11.64,755.5861625422732,109.44338258115745,134.9704548765698
11.65,755.1721274014268,109.58363394149164,135.24423865708195
11.66,754.7577894184116,109.72383757508389,135.518373006505
11.67,754.3431495225435,109.86399267294594,135.79285780451096
11.68,753.9282086460188,110.00409842523318,136.06769292874841
11.69,753.5129677239051,110.14415402125493,136.34287825484023
11.7,753.097427694134,110.28415864948478,136.61841365638153
11.71,752.6815894974918,110.42411149757093,136.8942990049376
11.72,752.2654540776122,110.56401175234649,137.1705341700417
11.73,751.849022380967,110.70385859984003,137.44711901919328
11.74,751.4322953568584,110.84365122528601,137.72405341785586
11.75,751.0152739574099,110.98338881313522,138.00133722945506
11.76,750.5979591375582,111.12307054706537,138.27897031537663
11.77,750.180351855044,111.2626956099916,138.55695253496455
11.78,749.7624530704038,111.40226318407713,138.8352837455192
11.79,749.3442637469608,111.5417724507439,139.11396380229542
11.8,748.9257848508162,111.68122259068326,139.3929925585007
11.81,748.5070173508403,111.82061278386654,139.67236986529326
11.82,748.0879622186636,111.95994220955599,139.95209557178046
11.83,747.6686204286676,112.09921004631546,140.23216952501693
11.84,747.2489929579759,112.23841547202122,140.51259157000283
11.85,746.829080786445,112.37755766387279,140.79336154968215
11.86,746.4088848966551,112.51663579840385,141.0744793049411
11.87,745.9884062739005,112.65564905149314,141.35594467460632
11.88,745.5676459061812,112.79459659837543,141.63775749544345
11.89,745.1466047841924,112.9334776136524,141.91991760215527
11.9,744.7252839013158,113.0722912713038,142.20242482738038
11.91,744.3036842536101,113.2110367446984,142.4852790016916
11.92,743.8818068398007,113.3497132066051,142.76847995359432
11.93,743.4596526612709,113.488319829204,143.0520275095252
11.94,743.0372227220519,113.6268557840976,143.33592149385058
11.95,742.614518028813,113.7653202423219,143.62016172886513
11.96,742.1915395908519,113.90371237435771,143.90474803479043
11.97,741.7682884200849,114.0420313501417,144.18968022977344
11.98,741.3447655310367,114.18027633907786,144.47495812988544
11.99,740.9209719408308,114.31844651004872,144.76058154912053
12.0,740.496908669179,114.45654103142662,145.04655029939437
12.01,740.0725767383719,114.59455907108516,145.3328641905429
12.02,739.6479771732684,114.73249979641048,145.61952303032118
12.03,739.2231110012851,114.87036237431276,145.9065266244021
12.04,738.7979792523871,115.00814597123764,146.19387477637525
12.05,738.3725829590765,115.14584975317769,146.48156728774583
12.06,737.9469231563828,115.2834728856838,146.76960395793333
12.07,737.5210008818524,115.42101453387694,147.05798458427066
12.08,737.0948171755375,115.5584738624595,147.34670896200302
12.09,736.6683730799863,115.69585003572695,147.63577688428686
12.1,736.2416696402317,115.8331422175795,147.9251881421888
12.11,735.8147079037816,115.97034957153367,148.21494252468483
12.12,735.387488920607,116.10747126073397,148.50503981865918
12.13,734.960013743132,116.24450644796461,148.79547980890356
12.14,734.532283426223,116.38145429566113,149.0862622781161
12.15,734.1042990271773,116.51831396592227,149.37738700690068
12.16,733.6760616057126,116.65508462052169,149.668853773766
12.17,733.2475722239558,116.79176542091973,149.96066235512478
12.18,732.818831946432,116.92835552827523,150.25281252529305
12.19,732.3898418400536,117.06485410345742,150.54530405648933
12.2,731.9606029741086,117.20126030705774,150.838136718834
12.21,731.53111642025,117.33757329940177,151.1313102803486
12.22,731.1013832524843,117.47379224056105,151.42482450695505
12.23,730.67140454716,117.60991629036516,151.71867916247527
12.24,730.2411813829565,117.7459446084136,152.0128740086304
12.25,729.8107148408724,117.88187635408775,152.30740880504035
12.26,729.3800060042144,118.01771068656295,152.60228330922317
12.27,728.9490559585854,118.15344676482044,152.89749727659463
12.28,728.5178657918732,118.2890837476595,153.19305046046773
12.29,728.0864365942388,118.42462079370947,153.48894261205226
12.3,727.6547694581043,118.56005706144182,153.7851734804544
12.31,727.222865478142,118.69539170918232,154.0817428126762
12.32,726.7907257512619,118.83062389512313,154.37865035361548
12.33,726.3583513766001,118.965752777335,154.67589584606537
12.34,725.9257434555071,119.1007775137794,154.973479030714
12.35,725.4929030915355,119.23569726232076,155.27139964614432
12.36,725.0598313904281,119.3705111807386,155.5696574288338
12.37,724.6265294601063,119.50521842673989,155.8682521131543
12.38,724.1929984106574,119.63981815797118,156.1671834313719
12.39,723.7592393543231,119.77430953203091,156.46645111364657
12.4,723.3252534054865,119.90869170648175,156.7660548880324
12.41,722.8910416806606,120.04296383886283,157.06599448047726
12.42,722.4566052984757,120.17712508670212,157.3662696148229
12.43,722.021945379667,120.31117460752873,157.66688001280488
12.44,721.5870630470628,120.44511155888529,157.96782539405262
12.45,721.151959425571,120.5789350983403,158.26910547608938
12.46,720.7166356421677,120.71264438350056,158.57071997433246
12.47,720.2810928258842,120.8462385720235,158.87266860209306
12.48,719.8453321077943,120.97971682162968,159.17495107057678
12.49,719.409354621002,121.1130782901152,159.47756708888357
12.5,718.9731615006286,121.24632213536412,159.78051636400798
12.51,718.5367538838004,121.37944751536098,160.08379860083934
12.52,718.1001329096354,121.5124535882032,160.38741350216213
12.53,717.6632997192308,121.64533951211365,160.6913607686562
12.54,717.2262554556504,121.7781044454531,160.99564009889718
12.55,716.7890012639111,121.91074754673278,161.30025118935677
12.56,716.3515382909708,122.04326797462684,161.60519373440303
12.57,715.9138676857145,122.17566488798501,161.9104674263011
12.58,715.4759905989423,122.30793744584503,162.21607195521335
12.59,715.0379081833553,122.44008480744532,162.52200700920008
12.6,714.5996215935434,122.57210613223747,162.8282722742199
12.61,714.1611319859716,122.70400057989889,163.1348674341303
12.62,713.722440518967,122.83576731034537,163.44179217068836
12.63,713.2835483527058,122.96740548374378,163.74904616355118
12.64,712.8444566491997,123.09891426052448,164.05662909027657
12.65,712.4051665722827,123.2302928013942,164.36454062632384
12.66,711.9656792875978,123.36154026734852,164.6727804450544
12.67,711.5259959625837,123.49265581968457,164.98134821773252
12.68,711.086117766461,123.62363862001366,165.29024361352612
12.69,710.6460458702193,123.75448783027399,165.5994662995075
12.7,710.2057814466033,123.88520261274324,165.90901594065429
12.71,709.7653256700992,124.01578213005135,166.21889219985027
12.72,709.3246797169217,124.14622554519308,166.5290947378861
12.73,708.8838447649995,124.27653202154083,166.83962321346056
12.74,708.4428219939623,124.40670072285727,167.15047728318126
12.75,708.0016125851271,124.53673081330804,167.46165660156575
12.76,707.5602177214838,124.66662145747449,167.77316082104252
12.77,707.1186385876824,124.79637182036637,168.08498959195202
12.78,706.6768763700185,124.92598106743458,168.3971425625478
12.79,706.2349322564195,125.05544836458382,168.70961937899756
12.8,705.792807436431,125.18477287818544,169.02241968538445
12.81,705.3505031012029,125.31395377509001,169.33554312370794
12.82,704.9080204434752,125.44299022264023,169.6489893338854
12.83,704.465360657564,125.57188138868355,169.96275795375317
12.84,704.0225249393479,125.70062644158496,170.27684861906783
12.85,703.5795144862535,125.8292245502397,170.59126096350752
12.86,703.1363304972414,125.95767488408603,170.9059946186733
12.87,702.6929741727922,126.08597661311799,171.22104921409056
12.88,702.2494467148923,126.21412890789813,171.53642437721038
12.89,701.8057493270198,126.34213093957018,171.85211973341083
12.9,701.3618832141301,126.46998187987198,172.16813490599873
12.91,700.9178495826418,126.59768090114807,172.48446951621096
12.92,700.4736496404223,126.72522717636251,172.80112318321605
12.93,700.0292845967736,126.8526198791116,173.1180955241157
12.94,699.5847556624178,126.97985818363665,173.43538615394638
12.95,699.140064049483,127.1069412648367,173.75299468568105
12.96,698.6952109714887,127.23386829828134,174.07092073023077
12.97,698.2501976433313,127.36063846022327,174.3891638964462
12.98,697.8050252812698,127.48725092761126,174.70772379111972
12.99,697.3596951029111,127.61370487810275,175.0266000189868
13.0,696.914208327196,127.73999949007663,175.34579218272808
13.01,696.4685661743838,127.86613394264594,175.66529988297097
13.02,696.0227698660384,127.99210741567066,175.98512271829165
13.03,695.5768206250135,128.11791908977034,176.30526028521686
13.04,695.1307196754381,128.24356814633686,176.62571217822585
13.05,694.6844682427012,128.36905376754717,176.94647798975242
13.06,694.2380675534382,128.49437513637594,177.26755731018662
13.07,693.7915188355154,128.61953143660833,177.5889497278771
13.08,693.3448233180152,128.7445218528526,177.91065482913294
13.09,692.897982231222,128.8693455705529,178.23267219822583
13.1,692.4509968066069,128.9940017760018,178.5550014173921
13.11,692.0038682768128,129.1184896563531,178.87764206683488
13.12,691.55659787564,129.24280839963447,179.20059372472628
13.13,691.1091868380311,129.3669571947601,179.5238559672096
13.14,690.6616364000561,129.4909352315432,179.84742836840147
13.15,690.2139477988975,129.61474170070895,180.17131050039427
13.16,689.7661222728356,129.7383757939068,180.49550193325834
13.17,689.318161061233,129.86183670372338,180.82000223504429
13.18,688.8700654045205,129.98512362369488,181.14481097178538
13.19,688.421836544181,130.10823574831977,181.46992770749992
13.2,687.9734757227357,130.2311722730714,181.7953520041937
13.21,687.5249841837278,130.3539323944105,182.12108342186244
13.22,687.0763631717089,130.47651530979778,182.44712151849413
13.23,686.6276139322224,130.59892021770654,182.7734658500718
13.24,686.1787377117896,130.72114631763515,183.10011597057596
13.25,685.7297357578941,130.8431928101196,183.42707143198706
13.26,685.2806093189664,130.96505889674603,183.75433178428827
13.27,684.8313596443695,131.0867437801632,184.08189657546805
13.28,684.3819879843829,131.20824666409501,184.4097653515228
13.29,683.9324955901882,131.329566753353,184.73793765645956
13.3,683.4828837138531,131.45070325384876,185.06641303229893
13.31,683.0331536083171,131.57165537260636,185.39519101907737
13.32,682.5833065273754,131.69242231777488,185.72427115485058
13.33,682.1333437256642,131.81300329864078,186.05365297569594
13.34,681.6832664586452,131.93339752564023,186.38333601571549
13.35,681.2330759825905,132.0536042103716,186.71331980703883
13.36,680.7827735545671,132.17362256560776,187.043603879826
13.37,680.332360432422,132.29345180530848,187.3741877622705
13.38,679.881837874766,132.41309114463272,187.70507098060224
13.39,679.4312071409597,132.53253979995094,188.03625305909034
13.4,678.980469491097,132.65179698885746,188.36773352004658
13.41,678.5296261859901,132.7708619301827,188.69951188382825
13.42,678.0786784871544,132.88973384400543,189.03158766884118
13.43,677.6276276567929,133.00841195166504,189.36396039154306
13.44,677.1764749577809,133.1268954757737,189.69662956644646
13.45,676.7252216536502,133.24518364022865,190.02959470612214
13.46,676.2738690085745,133.36327567022434,190.3628553212022
13.47,675.8224182873532,133.48117079226452,190.69641092038327
13.48,675.3708707553965,133.59886823417455,191.03026101043002
13.49,674.9192276787094,133.71636722511334,191.36440509617827
13.5,674.467490323877,133.8336669955856,191.69884268053846
13.51,674.0156599580483,133.95076677745374,192.03357326449895
13.52,673.5637378489214,134.06766580395012,192.3685963471295
13.53,673.1117252647274,134.18436330968893,192.70391142558466
13.54,672.6596234742154,134.30085853067825,193.03951799510725
13.55,672.207433746637,134.41715070433207,193.3754155490319
13.56,671.7551573517304,134.53323906948214,193.71160357878847
13.57,671.3027955597053,134.64912286639,194.04808157390573
13.58,670.8503496412272,134.7648013367589,194.38484902201492
13.59,670.3978208674022,134.8802737237456,194.7219054088533
13.6,669.9452105097608,134.99553927197235,195.05925021826792
13.61,669.4925198402434,135.11059722753856,195.3968829322192
13.62,669.0397501311837,135.22544683803278,195.73480303078463
13.63,668.5869026552941,135.3400873525444,196.07300999216267
13.64,668.1339786856497,135.4545180216753,196.41150329267617
13.65,667.6809794956728,135.56873809755186,196.7502824067766
13.66,667.2279063591174,135.68274683383635,197.08934680704752
13.67,666.7747605500538,135.7965434857388,197.42869596420869
13.68,666.3215433428529,135.91012731002857,197.7683293471198
13.69,665.868256012171,136.023497565046,198.10824642278436
13.7,665.4148998329335,136.13665351071396,198.4484466563538
13.71,664.9614760803205,136.24959440854946,198.78892951113139
13.72,664.5079860297503,136.3623195216751,199.12969444857595
13.73,664.0544309568644,136.47482811483064,199.47074092830636
13.74,663.6008121375115,136.5871194543845,199.81206840810535
13.75,663.1471308477328,136.69919280834506,200.15367634392354
13.76,662.6933883637455,136.8110474463722,200.4955641898837
13.77,662.239585961928,136.92268263978863,200.8377313982848
13.78,661.785724918804,137.03409766159123,201.18017741960622
13.79,661.3318065110273,137.14529178646237,201.52290170251192
13.8,660.8778320153656,137.2562642907812,201.86590369385473
13.81,660.4238027086863,137.36701445263483,202.20918283868042
13.82,659.9697198679395,137.47754155182972,202.55273858023227
13.83,659.5155847701436,137.58784486990265,202.8965703599552
13.84,659.0613986923693,137.69792369013203,203.24067761750015
13.85,658.6071629117241,137.8077772975489,203.58505979072842
13.86,658.1528787053372,137.91740497894813,203.92971631571612
13.87,657.6985473503436,138.02680602289936,204.27464662675854
13.88,657.2441701238687,138.1359797197581,204.6198501563747
13.89,656.7897483030134,138.24492536167656,204.96532633531152
13.9,656.3352831648378,138.3536422426148,205.31107459254883
13.91,655.8807759863465,138.4621296583515,205.6570943553035
13.92,655.4262280444725,138.57038690649486,206.00338504903416
13.93,654.9716406160624,138.67841328649345,206.34994609744575
13.94,654.5170149778604,138.78620809964696,206.69677692249417
13.95,654.0623524064937,138.89377064911702,207.04387694439083
13.96,653.6076541784561,139.0011002399379,207.3912455816075
13.97,653.1529215700937,139.10819617902715,207.73888225088072
13.98,652.6981558575884,139.21505777519633,208.0867863672168
13.99,652.2433583169435,139.32168433916158,208.43495734389646
14.0,651.7885302239678,139.4280751835542,208.78339459247954
14.01,651.3336728542605,139.53422962293112,209.13209752280994
14.02,650.8787874831958,139.64014697378548,209.48106554302032
14.03,650.4238753859075,139.74582655455703,209.83029805953703
14.04,649.9689378372741,139.85126768564257,210.17979447708493
14.05,649.5139761119028,139.95646968940633,210.52955419869244
14.06,649.0589914841153,140.06143189019025,210.8795766256961
14.07,648.6039852279312,140.16615361432434,211.22986115774606
14.08,648.148958617054,140.27063419013692,211.58040719281067
