time,S,I,R
0.0,990.0,10.0,0.0
0.2,0.0002309937958196375,984.7289443738492,15.270824632354248
0.4,4.978009408695324e-13,965.2302314922202,34.76976850777893
0.6,-1.0081334448446866e-10,946.1173923443479,53.8826076557526
0.8,3.249402377376589e-11,927.3830127682454,72.6169872317218
1.0,2.9548493163853926e-11,909.0195987626581,90.98040123731202
1.2,-6.531992540004853e-12,891.019804717032,108.98019528297421
1.4,-1.2921200356835865e-11,873.3764304736854,126.62356952632713
1.6,4.81023118067015e-12,856.0824184476787,143.91758155231625
1.8,4.3053929910376496e-11,839.130850803615,160.86914919634177
2.0,6.3142530627979064e-12,822.5149466885082,177.4850533114853
2.2,-3.5731529744609014e-11,806.2280595190939,193.77194048094145
2.4,4.447814966759947e-11,790.2636743232164,209.73632567673894
2.6,-3.638601867895535e-11,774.6154051342183,225.38459486581786
2.8,1.1637054451665488e-11,759.2769924354885,240.72300756449968
3.0,3.581662504656609e-11,744.2423006575847,255.75769934237942
3.2,-1.2653598521869394e-11,729.5053157233795,270.49468427663317
3.4,-3.325803682726443e-11,715.0601426423032,284.9398573577301
3.6,-3.65289796031246e-11,700.9010031525287,299.09899684750786
3.8,-3.184096875146709e-11,687.0222334094785,312.9777665905533
4.0,-8.380913950178347e-12,673.418281720192,326.58171827981647
4.2,3.8932168011651375e-11,660.0837063225999,339.9162936773612
4.4,8.81762434714938e-12,647.0131732088479,352.98682679114347
4.6,-3.658418233698145e-11,634.2014539913515,365.7985460086854
4.8,4.424166676935766e-11,621.6434238114581,378.3565761884979
5.0,-3.753553110582613e-11,609.334059289941,390.66594071009683
5.2,4.287309651480611e-11,597.2684365165406,402.7315634834169
5.4,-2.2452647646108224e-11,585.4417290815771,414.55827091844577
5.6,-2.5473895639881463e-11,573.8492061441787,426.15079385584727
5.8,2.8422514192108297e-11,562.4862305406054,437.51376945936653
6.0,4.1171507711573665e-11,551.3482569292057,448.6517430707535
6.2,1.8712200011154582e-11,540.430829972021,459.5691700279608
6.4,6.5562295822804245e-12,529.7295825526553,470.2704174473387
6.6,9.470673850824163e-12,519.2402340294509,480.75976597054006
6.8,2.6543490370140145e-11,508.9585885231399,491.041411476834
7.0,4.357947840575602e-11,498.8805332384431,501.11946676151365
7.2,1.2939117100043123e-11,489.0020368189186,510.99796318106877
7.4,-3.392004712541916e-11,479.31914773425075,520.6808522657834
7.6,-8.95033059913065e-12,469.82799269961254,530.1720073003968
7.8,3.636174019480766e-11,460.52477512649233,539.4752248734717
8.0,-3.6585309636836065e-11,451.4057736039504,548.5942263960866
8.2,3.7529420846077974e-11,442.46734040952947,557.5326595904334
8.4,-3.4081768976872334e-11,433.7059000510591,566.2940999489754
8.6,4.270248969288875e-11,425.11794783528535,574.8820521646724
8.8,-3.164491040701523e-11,416.7000484671083,583.2999515329237
9.0,-4.3363755207000207e-13,408.4488346742923,591.5511653257087
9.2,3.804712452645649e-11,400.36100586139275,599.6389941385698
9.4,-1.7996268555806115e-11,392.4333267891478,607.5666732108708
9.6,-3.540670711084526e-11,384.6626262800973,615.3373737199388
9.8,-1.2873666132551505e-11,377.04579595042384,622.9542040495896
