time,S,I,R
0.0,990.0,10.0,0.0
0.5,-9.421461143653248e-12,955.6260302185533,44.373969781455756
1.0,2.9548493163853926e-11,909.0195987626581,90.98040123731202
1.5,1.7140237843908332e-12,864.6861897908998,135.31381020909825
2.0,6.3142530627979064e-12,822.5149466885082,177.4850533114853
2.5,5.388842673810781e-12,782.4004193817457,217.59958061824875
3.0,3.581662504656609e-11,744.2423006575847,255.75769934237942
3.5,-3.598630652544618e-11,707.9451753436717,292.0548246563643
4.0,-8.380913950178347e-12,673.418281720192,326.58171827981647
4.5,-2.764068823418098e-11,640.5752845689778,359.42471543105
5.0,-3.753553110582613e-11,609.334059289941,390.66594071009683
5.5,4.4293822109385724e-11,579.6164865469749,420.3835134529812
6.0,4.1171507711573665e-11,551.3482569292057,448.6517430707535
6.5,-1.1213787112325391e-11,524.4586851382908,475.54131486172093
7.0,4.357947840575602e-11,498.8805332384431,501.11946676151365
7.5,3.7241740238026774e-11,474.549842527018,525.4501574729451
8.0,-3.6585309636836065e-11,451.4057736039504,548.5942263960866
8.5,8.026066047777572e-12,429.3904542415441,570.6095457584482
9.0,-4.3363755207000207e-13,408.4488346742923,591.5511653257087
9.5,-3.352686339237121e-11,388.5285499452442,611.4714500547899
10.0,1.600375692509858e-11,369.57978896646745,630.4202110335173
10.5,3.939040909813149e-11,351.55516996564376,648.4448300343175
11.0,1.921703259193981e-11,334.40962200668906,665.5903779932923
11.5,-3.4939246297956843e-11,318.1002722889705,681.899727711065
12.0,3.090321986417274e-11,302.58633894290097,697.4136610570686
12.5,2.828742966980275e-11,287.8290290544324,712.1709709455398
13.0,2.8635215847596145e-11,273.79144166204526,726.2085583379264
13.5,2.985782563584098e-11,260.4384754854097,739.5615245145609
14.0,-3.294526135939797e-11,247.73674115387385,752.2632588461595
14.5,3.6124719746507947e-11,235.654477715431,764.3455222845332
15.0,1.1716186800946093e-12,224.16147321827836,775.8385267817208
15.5,-1.9523908368368958e-11,213.22898916465908,786.7710108353608
16.0,-1.2611345337417937e-11,202.82968864995635,797.1703113500566
16.5,2.378729088053792e-11,192.93756800615216,807.0624319938244
17.0,6.771674737079394e-12,183.52789177909287,816.4721082209007
17.5,-1.8179400454995787e-11,174.5771308767934,825.4228691232253
18.0,5.350987518664697e-13,166.06290373498535,833.9370962650146
18.5,2.952778998912335e-11,157.96392035071113,842.0360796492598
