time,Think_1,Think_2,Think_3,Think_4,Think_5,Hungry_1,Hungry_2,Hungry_3,Hungry_4,Hungry_5,Eat_1,Eat_2,Eat_3,Eat_4,Eat_5,Fork_1,Fork_2,Fork_3,Fork_4,Fork_5
1.2,0.387645299595389,0.387645299595389,0.387645299595389,0.387645299595389,0.387645299595389,0.5158134906781833,0.5158134906781833,0.5158134906781833,0.5158134906781833,0.5158134906781833,0.0965412097264277,0.0965412097264277,0.0965412097264277,0.0965412097264277,0.0965412097264277,0.29110408986896125,0.29110408986896125,0.29110408986896125,0.29110408986896125,0.29110408986896125
1.3,0.3793126711343705,0.3793126711343705,0.3793126711343705,0.3793126711343705,0.3793126711343705,0.5228919598041725,0.5228919598041725,0.5228919598041725,0.5228919598041725,0.5228919598041725,0.09779536906145701,0.09779536906145701,0.09779536906145701,0.09779536906145701,0.09779536906145701,0.2815173020729134,0.2815173020729134,0.2815173020729134,0.2815173020729134,0.2815173020729134
1.4,0.3722214654043135,0.3722214654043135,0.3722214654043135,0.3722214654043135,0.3722214654043135,0.5291429649257927,0.5291429649257927,0.5291429649257927,0.5291429649257927,0.5291429649257927,0.09863556966989377,0.09863556966989377,0.09863556966989377,0.09863556966989377,0.09863556966989377,0.2735858957344196,0.2735858957344196,0.2735858957344196,0.2735858957344196,0.2735858957344196
1.5,0.36612510481997296,0.36612510481997296,0.36612510481997296,0.36612510481997296,0.36612510481997296,0.5347155016243584,0.5347155016243584,0.5347155016243584,0.5347155016243584,0.5347155016243584,0.09915939355566868,0.09915939355566868,0.09915939355566868,0.09915939355566868,0.09915939355566868,0.26696571126430413,0.26696571126430413,0.26696571126430413,0.26696571126430413,0.26696571126430413
1.6,0.3608334382936636,0.3608334382936636,0.3608334382936636,0.3608334382936636,0.3608334382936636,0.5397229188052379,0.5397229188052379,0.5397229188052379,0.5397229188052379,0.5397229188052379,0.09944364290109846,0.09944364290109846,0.09944364290109846,0.09944364290109846,0.09944364290109846,0.26138979539256496,0.26138979539256496,0.26138979539256496,0.26138979539256496,0.26138979539256496
1.7,0.35619876947721996,0.35619876947721996,0.35619876947721996,0.35619876947721996,0.35619876947721996,0.5442528578271589,0.5442528578271589,0.5442528578271589,0.5442528578271589,0.5442528578271589,0.09954837269562108,0.09954837269562108,0.09954837269562108,0.09954837269562108,0.09954837269562108,0.2566503967815987,0.2566503967815987,0.2566503967815987,0.2566503967815987,0.2566503967815987
1.8,0.3521055830897569,0.3521055830897569,0.3521055830897569,0.3521055830897569,0.3521055830897569,0.5483741420408587,0.5483741420408587,0.5483741420408587,0.5483741420408587,0.5483741420408587,0.09952027486938429,0.09952027486938429,0.09952027486938429,0.09952027486938429,0.09952027486938429,0.25258530822037245,0.25258530822037245,0.25258530822037245,0.25258530822037245,0.25258530822037245
1.9,0.34846291299853077,0.34846291299853077,0.34846291299853077,0.34846291299853077,0.34846291299853077,0.5521416259072083,0.5521416259072083,0.5521416259072083,0.5521416259072083,0.5521416259072083,0.0993954610942608,0.0993954610942608,0.0993954610942608,0.0993954610942608,0.0993954610942608,0.24906745190426974,0.24906745190426974,0.24906745190426974,0.24906745190426974,0.24906745190426974
2.0,0.345198631343183,0.345198631343183,0.345198631343183,0.345198631343183,0.345198631343183,0.555599654255734,0.555599654255734,0.555599654255734,0.555599654255734,0.555599654255734,0.09920171440108297,0.09920171440108297,0.09920171440108297,0.09920171440108297,0.09920171440108297,0.24599691694209982,0.24599691694209982,0.24599691694209982,0.24599691694209982,0.24599691694209982
2.1,0.34225514122137,0.34225514122137,0.34225514122137,0.34225514122137,0.34225514122137,0.5587845631970968,0.5587845631970968,0.5587845631970968,0.5587845631970968,0.5587845631970968,0.09896029558153321,0.09896029558153321,0.09896029558153321,0.09896029558153321,0.09896029558153321,0.2432948456398365,0.2432948456398365,0.2432948456398365,0.2432948456398365,0.2432948456398365
2.2,0.339586113861531,0.339586113861531,0.339586113861531,0.339586113861531,0.339586113861531,0.5617265081597395,0.5617265081597395,0.5617265081597395,0.5617265081597395,0.5617265081597395,0.0986873779787296,0.0986873779787296,0.0986873779787296,0.0986873779787296,0.0986873779787296,0.2408987358828011,0.2408987358828011,0.2408987358828011,0.2408987358828011,0.2408987358828011
2.3,0.3371540012232558,0.3371540012232558,0.3371540012232558,0.3371540012232558,0.3371540012232558,0.5644508167280775,0.5644508167280775,0.5644508167280775,0.5644508167280775,0.5644508167280775,0.0983951820486667,0.0983951820486667,0.0983951820486667,0.0983951820486667,0.0983951820486667,0.23875881917458883,0.23875881917458883,0.23875881917458883,0.23875881917458883,0.23875881917458883
2.4,0.33492813187383563,0.33492813187383563,0.33492813187383563,0.33492813187383563,0.33492813187383563,0.5669790000829305,0.5669790000829305,0.5669790000829305,0.5669790000829305,0.5669790000829305,0.09809286804323386,0.09809286804323386,0.09809286804323386,0.09809286804323386,0.09809286804323386,0.23683526383060152,0.23683526383060152,0.23683526383060152,0.23683526383060152,0.23683526383060152
2.5,0.3328832479661228,0.3328832479661228,0.3328832479661228,0.3328832479661228,0.3328832479661228,0.5693295169846596,0.5693295169846596,0.5693295169846596,0.5693295169846596,0.5693295169846596,0.09778723504921756,0.09778723504921756,0.09778723504921756,0.09778723504921756,0.09778723504921756,0.23509601291690496,0.23509601291690496,0.23509601291690496,0.23509601291690496,0.23509601291690496
2.6,0.33099837639668384,0.33099837639668384,0.33099837639668384,0.33099837639668384,0.33099837639668384,0.5715183568326248,0.5715183568326248,0.5715183568326248,0.5715183568326248,0.5715183568326248,0.09748326677069141,0.09748326677069141,0.09748326677069141,0.09748326677069141,0.09748326677069141,0.23351510962599215,0.23351510962599215,0.23351510962599215,0.23351510962599215,0.23351510962599215
2.7,0.32925595445133965,0.32925595445133965,0.32925595445133965,0.32925595445133965,0.32925595445133965,0.5735594891212719,0.5735594891212719,0.5735594891212719,0.5735594891212719,0.5735594891212719,0.09718455642738856,0.09718455642738856,0.09718455642738856,0.09718455642738856,0.09718455642738856,0.23207139802395088,0.23207139802395088,0.23207139802395088,0.23207139802395088,0.23207139802395088
2.8,0.3276411501089725,0.3276411501089725,0.3276411501089725,0.3276411501089725,0.3276411501089725,0.5754652132942885,0.5754652132942885,0.5754652132942885,0.5754652132942885,0.5754652132942885,0.0968936365967392,0.0968936365967392,0.0968936365967392,0.0968936365967392,0.0968936365967392,0.23074751351223302,0.23074751351223302,0.23074751351223302,0.23074751351223302,0.23074751351223302
2.9,0.3261413316586638,0.3261413316586638,0.3261413316586638,0.3261413316586638,0.3261413316586638,0.5772464337406421,0.5772464337406421,0.5772464337406421,0.5772464337406421,0.5772464337406421,0.09661223460069422,0.09661223460069422,0.09661223460069422,0.09661223460069422,0.09661223460069422,0.2295290970579694,0.2295290970579694,0.2295290970579694,0.2295290970579694,0.2295290970579694
3.0,0.3247456521823345,0.3247456521823345,0.3247456521823345,0.3247456521823345,0.3247456521823345,0.5789128780633561,0.5789128780633561,0.5789128780633561,0.5789128780633561,0.5789128780633561,0.09634146975430946,0.09634146975430946,0.09634146975430946,0.09634146975430946,0.09634146975430946,0.22840418242802485,0.22840418242802485,0.22840418242802485,0.22840418242802485,0.22840418242802485
3.1,0.3234447226384008,0.3234447226384008,0.3234447226384008,0.3234447226384008,0.3234447226384008,0.5804732720157195,0.5804732720157195,0.5804732720157195,0.5804732720157195,0.5804732720157195,0.09608200534587977,0.09608200534587977,0.09608200534587977,0.09608200534587977,0.09608200534587977,0.22736271729252078,0.22736271729252078,0.22736271729252078,0.22736271729252078,0.22736271729252078
3.2,0.32223035343325906,0.32223035343325906,0.32223035343325906,0.32223035343325906,0.32223035343325906,0.5819354810968278,0.5819354810968278,0.5819354810968278,0.5819354810968278,0.5819354810968278,0.09583416546991322,0.09583416546991322,0.09583416546991322,0.09583416546991322,0.09583416546991322,0.22639618796334562,0.22639618796334562,0.22639618796334562,0.22639618796334562,0.22639618796334562
3.3,0.3210953493842138,0.3210953493842138,0.3210953493842138,0.3210953493842138,0.3210953493842138,0.5833066261426356,0.5833066261426356,0.5833066261426356,0.5833066261426356,0.5833066261426356,0.09559802447315069,0.09559802447315069,0.09559802447315069,0.09559802447315069,0.09559802447315069,0.22549732491106292,0.22549732491106292,0.22549732491106292,0.22549732491106292,0.22549732491106292
3.4,0.3200333462046812,0.3200333462046812,0.3200333462046812,0.3200333462046812,0.3200333462046812,0.5845931786171088,0.5845931786171088,0.5845931786171088,0.5845931786171088,0.5845931786171088,0.0953734751782101,0.0953734751782101,0.0953734751782101,0.0953734751782101,0.0953734751782101,0.22465987102647086,0.22465987102647086,0.22465987102647086,0.22465987102647086,0.22465987102647086
3.5,0.3190386791970243,0.3190386791970243,0.3190386791970243,0.3190386791970243,0.3190386791970243,0.585801039813301,0.585801039813301,0.585801039813301,0.585801039813301,0.585801039813301,0.09516028098967488,0.09516028098967488,0.09516028098967488,0.09516028098967488,0.09516028098967488,0.22387839820734914,0.22387839820734914,0.22387839820734914,0.22387839820734914,0.22387839820734914
3.6,0.318106276866033,0.318106276866033,0.318106276866033,0.318106276866033,0.318106276866033,0.5869356075469437,0.5869356075469437,0.5869356075469437,0.5869356075469437,0.5869356075469437,0.09495811558702338,0.09495811558702338,0.09495811558702338,0.09495811558702338,0.09495811558702338,0.22314816127900938,0.22314816127900938,0.22314816127900938,0.22314816127900938,0.22314816127900938
3.7,0.3172315750111787,0.3172315750111787,0.3172315750111787,0.3172315750111787,0.3172315750111787,0.5880018324568194,0.5880018324568194,0.5880018324568194,0.5880018324568194,0.5880018324568194,0.09476659253200194,0.09476659253200194,0.09476659253200194,0.09476659253200194,0.09476659253200194,0.22246498247917657,0.22246498247917657,0.22246498247917657,0.22246498247917657,0.22246498247917657
3.8,0.3164104470449821,0.3164104470449821,0.3164104470449821,0.3164104470449821,0.3164104470449821,0.5890042656780884,0.5890042656780884,0.5890042656780884,0.5890042656780884,0.5890042656780884,0.09458528727692958,0.09458528727692958,0.09458528727692958,0.09458528727692958,0.09458528727692958,0.2218251597680523,0.2218251597680523,0.2218251597680523,0.2218251597680523,0.2218251597680523
3.9,0.3156391452661511,0.3156391452661511,0.3156391452661511,0.3156391452661511,0.3156391452661511,0.5899471003003612,0.5899471003003612,0.5899471003003612,0.5899471003003612,0.5899471003003612,0.09441375443348782,0.09441375443348782,0.09441375443348782,0.09441375443348782,0.09441375443348782,0.22122539083266304,0.22122539083266304,0.22122539083266304,0.22122539083266304,0.22122539083266304
4.0,0.3149142531749343,0.3149142531749343,0.3149142531749343,0.3149142531749343,0.3149142531749343,0.590834207149387,0.590834207149387,0.590834207149387,0.590834207149387,0.590834207149387,0.09425153967567876,0.09425153967567876,0.09425153967567876,0.09425153967567876,0.09425153967567876,0.22066271349925534,0.22066271349925534,0.22066271349925534,0.22066271349925534,0.22066271349925534
4.1,0.31423264628762193,0.31423264628762193,0.31423264628762193,0.31423264628762193,0.31423264628762193,0.591669165219625,0.591669165219625,0.591669165219625,0.591669165219625,0.591669165219625,0.09409818849275316,0.09409818849275316,0.09409818849275316,0.09409818849275316,0.09409818849275316,0.22013445779486854,0.22013445779486854,0.22013445779486854,0.22013445779486854,0.22013445779486854
4.2,0.31359145697729673,0.31359145697729673,0.31359145697729673,0.31359145697729673,0.31359145697729673,0.5924552896463403,0.5924552896463403,0.5924552896463403,0.5924552896463403,0.5924552896463403,0.093953253376363,0.093953253376363,0.093953253376363,0.093953253376363,0.093953253376363,0.21963820360093347,0.21963820360093347,0.21963820360093347,0.21963820360093347,0.21963820360093347
4.3,0.3129880478904463,0.3129880478904463,0.3129880478904463,0.3129880478904463,0.3129880478904463,0.5931956548240113,0.5931956548240113,0.5931956548240113,0.5931956548240113,0.5931956548240113,0.09381629728554247,0.09381629728554247,0.09381629728554247,0.09381629728554247,0.09381629728554247,0.2191717506049036,0.2191717506049036,0.2191717506049036,0.2191717506049036,0.2191717506049036
4.4,0.3124199860270942,0.3124199860270942,0.3124199860270942,0.3124199860270942,0.3124199860270942,0.5938931161317897,0.5938931161317897,0.5938931161317897,0.5938931161317897,0.5938931161317897,0.09368689784111617,0.09368689784111617,0.09368689784111617,0.09368689784111617,0.09368689784111617,0.21873308818597778,0.21873308818597778,0.21873308818597778,0.21873308818597778,0.21873308818597778
4.5,0.3118850233098593,0.3118850233098593,0.3118850233098593,0.3118850233098593,0.3118850233098593,0.5945503283907461,0.5945503283907461,0.5945503283907461,0.5945503283907461,0.5945503283907461,0.09356464829939475,0.09356464829939475,0.09356464829939475,0.09356464829939475,0.09356464829939475,0.21832037501046428,0.21832037501046428,0.21832037501046428,0.21832037501046428,0.21832037501046428
4.6,0.3113810775715182,0.3113810775715182,0.3113810775715182,0.3113810775715182,0.3113810775715182,0.5951697627660281,0.5951697627660281,0.5951697627660281,0.5951697627660281,0.5951697627660281,0.0934491596624537,0.0934491596624537,0.0934491596624537,0.0934491596624537,0.0934491596624537,0.2179319179090643,0.2179319179090643,0.2179319179090643,0.2179319179090643,0.2179319179090643
4.7,0.3109062177984125,0.3109062177984125,0.3109062177984125,0.3109062177984125,0.3109062177984125,0.5957537217754854,0.5957537217754854,0.5957537217754854,0.5957537217754854,0.5957537217754854,0.09334006042610211,0.09334006042610211,0.09334006042610211,0.09334006042610211,0.09334006042610211,0.21756615737231016,0.21756615737231016,0.21756615737231016,0.21756615737231016,0.21756615737231016
4.8,0.3104586495894246,0.3104586495894246,0.3104586495894246,0.3104586495894246,0.3104586495894246,0.5963043528155829,0.5963043528155829,0.5963043528155829,0.5963043528155829,0.5963043528155829,0.0932369975949925,0.0932369975949925,0.0932369975949925,0.0932369975949925,0.0932369975949925,0.21722165199443189,0.21722165199443189,0.21722165199443189,0.21722165199443189,0.21722165199443189
4.9,0.31003670420724977,0.31003670420724977,0.31003670420724977,0.31003670420724977,0.31003670420724977,0.5968236601720958,0.5968236601720958,0.5968236601720958,0.5968236601720958,0.5968236601720958,0.09313963562065451,0.09313963562065451,0.09313963562065451,0.09313963562065451,0.09313963562065451,0.21689706858659502,0.21689706858659502,0.21689706858659502,0.21689706858659502,0.21689706858659502
5.0,0.3096388264998202,0.3096388264998202,0.3096388264998202,0.3096388264998202,0.3096388264998202,0.5973135164707508,0.5973135164707508,0.5973135164707508,0.5973135164707508,0.5973135164707508,0.09304765702942895,0.09304765702942895,0.09304765702942895,0.09304765702942895,0.09304765702942895,0.21659116947039103,0.21659116947039103,0.21659116947039103,0.21659116947039103,0.21659116947039103
5.1,0.30926356729594645,0.30926356729594645,0.30926356729594645,0.30926356729594645,0.30926356729594645,0.5977756718681151,0.5977756718681151,0.5977756718681151,0.5977756718681151,0.5977756718681151,0.09296076083593843,0.09296076083593843,0.09296076083593843,0.09296076083593843,0.09296076083593843,0.2163028064600078,0.2163028064600078,0.2163028064600078,0.2163028064600078,0.2163028064600078
5.2,0.30890957276509656,0.30890957276509656,0.30890957276509656,0.30890957276509656,0.30890957276509656,0.5982117642943957,0.5982117642943957,0.5982117642943957,0.5982117642943957,0.5982117642943957,0.09287866294050769,0.09287866294050769,0.09287866294050769,0.09287866294050769,0.09287866294050769,0.21603090982458864,0.21603090982458864,0.21603090982458864,0.21603090982458864,0.21603090982458864
5.3,0.30857557909248423,0.30857557909248423,0.30857557909248423,0.30857557909248423,0.30857557909248423,0.5986233262941048,0.5986233262941048,0.5986233262941048,0.5986233262941048,0.5986233262941048,0.09280109461341102,0.09280109461341102,0.09280109461341102,0.09280109461341102,0.09280109461341102,0.21577448447907296,0.21577448447907296,0.21577448447907296,0.21577448447907296,0.21577448447907296
5.4,0.30826040371162705,0.30826040371162705,0.30826040371162705,0.30826040371162705,0.30826040371162705,0.5990117940590108,0.5990117940590108,0.5990117940590108,0.5990117940590108,0.5990117940590108,0.09272780222936215,0.09272780222936215,0.09272780222936215,0.09272780222936215,0.09272780222936215,0.21553260148226458,0.21553260148226458,0.21553260148226458,0.21553260148226458,0.21553260148226458
5.5,0.30796294022843296,0.30796294022843296,0.30796294022843296,0.30796294022843296,0.30796294022843296,0.5993785132044294,0.5993785132044294,0.5993785132044294,0.5993785132044294,0.5993785132044294,0.09265854656713764,0.09265854656713764,0.09265854656713764,0.09265854656713764,0.09265854656713764,0.21530439366129503,0.21530439366129503,0.21530439366129503,0.21530439366129503,0.21530439366129503
5.6,0.3076821529605614,0.3076821529605614,0.3076821529605614,0.3076821529605614,0.3076821529605614,0.5997247454537322,0.5997247454537322,0.5997247454537322,0.5997247454537322,0.5997247454537322,0.09259310158570634,0.09259310158570634,0.09259310158570634,0.09259310158570634,0.09259310158570634,0.21508905137485476,0.21508905137485476,0.21508905137485476,0.21508905137485476,0.21508905137485476
5.7,0.3074170705221081,0.3074170705221081,0.3074170705221081,0.3074170705221081,0.3074170705221081,0.6000516750341336,0.6000516750341336,0.6000516750341336,0.6000516750341336,0.6000516750341336,0.09253125444375825,0.09253125444375825,0.09253125444375825,0.09253125444375825,0.09253125444375825,0.21488581607834953,0.21488581607834953,0.21488581607834953,0.21488581607834953,0.21488581607834953
5.8,0.30716678309378315,0.30716678309378315,0.30716678309378315,0.30716678309378315,0.30716678309378315,0.6003604127626244,0.6003604127626244,0.6003604127626244,0.6003604127626244,0.6003604127626244,0.09247280414359237,0.09247280414359237,0.09247280414359237,0.09247280414359237,0.09247280414359237,0.2146939789501905,0.2146939789501905,0.2146939789501905,0.2146939789501905,0.2146939789501905
5.9,0.30693043659422026,0.30693043659422026,0.30693043659422026,0.30693043659422026,0.30693043659422026,0.6006520023029761,0.6006520023029761,0.6006520023029761,0.6006520023029761,0.6006520023029761,0.09241756110280365,0.09241756110280365,0.09241756110280365,0.09241756110280365,0.09241756110280365,0.21451287549141634,0.21451287549141634,0.21451287549141634,0.21451287549141634,0.21451287549141634
6.0,0.30670722913630766,0.30670722913630766,0.30670722913630766,0.30670722913630766,0.30670722913630766,0.6009274240639533,0.6009274240639533,0.6009274240639533,0.6009274240639533,0.6009274240639533,0.09236534679973907,0.09236534679973907,0.09236534679973907,0.09236534679973907,0.09236534679973907,0.21434188233656834,0.21434188233656834,0.21434188233656834,0.21434188233656834,0.21434188233656834
6.1,0.3064964085786716,0.3064964085786716,0.3064964085786716,0.3064964085786716,0.3064964085786716,0.6011875988614994,0.6011875988614994,0.6011875988614994,0.6011875988614994,0.6011875988614994,0.09231599255982889,0.09231599255982889,0.09231599255982889,0.09231599255982889,0.09231599255982889,0.2141804160188425,0.2141804160188425,0.2141804160188425,0.2141804160188425,0.2141804160188425
6.2,0.3062972674678537,0.3062972674678537,0.3062972674678537,0.3062972674678537,0.3062972674678537,0.6014333931202835,0.6014333931202835,0.6014333931202835,0.6014333931202835,0.6014333931202835,0.09226933941186277,0.09226933941186277,0.09226933941186277,0.09226933941186277,0.09226933941186277,0.2140279280559907,0.2140279280559907,0.2140279280559907,0.2140279280559907,0.2140279280559907
6.3,0.3061091409852511,0.3061091409852511,0.3061091409852511,0.3061091409852511,0.3061091409852511,0.6016656214411068,0.6016656214411068,0.6016656214411068,0.6016656214411068,0.6016656214411068,0.09222523757364207,0.09222523757364207,0.09222523757364207,0.09222523757364207,0.09222523757364207,0.21388390341160882,0.21388390341160882,0.21388390341160882,0.21388390341160882,0.21388390341160882
6.4,0.30593140478383674,0.30593140478383674,0.30593140478383674,0.30593140478383674,0.30593140478383674,0.6018850497071639,0.6018850497071639,0.6018850497071639,0.6018850497071639,0.6018850497071639,0.09218354550899924,0.09218354550899924,0.09218354550899924,0.09218354550899924,0.09218354550899924,0.2137478592748373,0.2137478592748373,0.2137478592748373,0.2137478592748373,0.2137478592748373
6.5,0.305763470796473,0.305763470796473,0.305763470796473,0.305763470796473,0.305763470796473,0.6020923994048124,0.6020923994048124,0.6020923994048124,0.6020923994048124,0.6020923994048124,0.09214412979871449,0.09214412979871449,0.09214412979871449,0.09214412979871449,0.09214412979871449,0.21361934099775828,0.21361934099775828,0.21361934099775828,0.21361934099775828,0.21361934099775828
6.6,0.3056047858290593,0.3056047858290593,0.3056047858290593,0.3056047858290593,0.3056047858290593,0.6022883494618481,0.6022883494618481,0.6022883494618481,0.6022883494618481,0.6022883494618481,0.09210686470909253,0.09210686470909253,0.09210686470909253,0.09210686470909253,0.09210686470909253,0.21349792111996663,0.21349792111996663,0.21349792111996663,0.21349792111996663,0.21349792111996663
6.7,0.3054548299398525,0.3054548299398525,0.3054548299398525,0.3054548299398525,0.3054548299398525,0.6024735386613214,0.6024735386613214,0.6024735386613214,0.6024735386613214,0.6024735386613214,0.09207163139882606,0.09207163139882606,0.09207163139882606,0.09207163139882606,0.09207163139882606,0.21338319854102625,0.21338319854102625,0.21338319854102625,0.21338319854102625,0.21338319854102625
6.8,0.30531311290140983,0.30531311290140983,0.30531311290140983,0.30531311290140983,0.30531311290140983,0.6026485693345646,0.6026485693345646,0.6026485693345646,0.6026485693345646,0.6026485693345646,0.09203831776402548,0.09203831776402548,0.09203831776402548,0.09203831776402548,0.09203831776402548,0.21327479513738412,0.21327479513738412,0.21327479513738412,0.21327479513738412,0.21327479513738412
6.9,0.30517917301522934,0.30517917301522934,0.30517917301522934,0.30517917301522934,0.30517917301522934,0.6028140088116433,0.6028140088116433,0.6028140088116433,0.6028140088116433,0.6028140088116433,0.09200681817312731,0.09200681817312731,0.09200681817312731,0.09200681817312731,0.09200681817312731,0.21317235484210176,0.21317235484210176,0.21317235484210176,0.21317235484210176,0.21317235484210176
7.0,0.30505257605687325,0.30505257605687325,0.30505257605687325,0.30505257605687325,0.30505257605687325,0.602970391181462,0.602970391181462,0.602970391181462,0.602970391181462,0.602970391181462,0.09197703276166463,0.09197703276166463,0.09197703276166463,0.09197703276166463,0.09197703276166463,0.21307554329520836,0.21307554329520836,0.21307554329520836,0.21307554329520836,0.21307554329520836
7.1,0.30493291248638515,0.30493291248638515,0.30493291248638515,0.30493291248638515,0.30493291248638515,0.603118220270025,0.603118220270025,0.603118220270025,0.603118220270025,0.603118220270025,0.09194886724358967,0.09194886724358967,0.09194886724358967,0.09194886724358967,0.09194886724358967,0.21298404524279527,0.21298404524279527,0.21298404524279527,0.21298404524279527,0.21298404524279527
7.2,0.30481979602883125,0.30481979602883125,0.30481979602883125,0.30481979602883125,0.30481979602883125,0.6032579712249125,0.6032579712249125,0.6032579712249125,0.6032579712249125,0.6032579712249125,0.09192223274625622,0.09192223274625622,0.09192223274625622,0.09192223274625622,0.09192223274625622,0.21289756328257484,0.21289756328257484,0.21289756328257484,0.21289756328257484,0.21289756328257484
7.3,0.304712863046227,0.304712863046227,0.304712863046227,0.304712863046227,0.304712863046227,0.6033900916465077,0.6033900916465077,0.6033900916465077,0.6033900916465077,0.6033900916465077,0.09189704530726525,0.09189704530726525,0.09189704530726525,0.09189704530726525,0.09189704530726525,0.21281581773896155,0.21281581773896155,0.21281581773896155,0.21281581773896155,0.21281581773896155
7.4,0.3046117708574694,0.3046117708574694,0.3046117708574694,0.3046117708574694,0.3046117708574694,0.6035150035669388,0.6035150035669388,0.6035150035669388,0.6035150035669388,0.6035150035669388,0.09187322557559188,0.09187322557559188,0.09187322557559188,0.09187322557559188,0.09187322557559188,0.21273854528187727,0.21273854528187727,0.21273854528187727,0.21273854528187727,0.21273854528187727
