prey0,predator0,prey_min,prey_max,predator_min,predator_max,invariant_drift
20.0,4.0,19.55239345606834,43.635814996140375,2.287245235526795,9.301237484292912,2.129307841158834e-11
30.0,12.0,15.570250314230044,51.39647955680384,1.4568505899560584,12.0,2.0244250720224954e-11
40.0,9.0,17.75389135645605,46.889357091423605,1.8951736286587515,10.414771352244653,1.822053619093822e-11
55.0,6.0,13.888393695197788,55.38728959678326,1.150605050626243,13.440544061763347,1.556732520668902e-11
